"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"278";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;111;111;111;111;111
"279";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"280";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"281";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"282";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"283";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;106;106;106;106;106;106;106
"284";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"285";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77;77
"286";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"287";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;115;115;115
"288";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"289";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;115;115;115
"290";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;106;106;106;106;106;106;106
"291";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"292";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"293";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"294";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"295";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;106;106;106;106;106;106;106
"296";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"297";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"298";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
"299";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79;79
"300";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"301";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"302";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
"303";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;102;102;102;102;102;102;102;102;102
"304";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"305";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;107;107;107;107;107;107;107
"306";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"307";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;112;112;112;112
"308";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;102;102;102;102;102;102;102;102;102
"309";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"310";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;111;111;111;111;111
"311";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"312";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71;71
"313";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
"314";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"315";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"316";2;5;7;8;10;12;15;16;19;21;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
"317";2;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"318";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
"319";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
"320";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"321";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"322";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"323";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72
"324";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
"325";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;107;107;107;107;107;107;107
"326";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"327";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;102;102;102;102;102;102;102;102;102
"328";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"329";2;5;7;8;10;12;15;16;19;21;22;25;27;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"330";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
"331";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
"332";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"333";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"334";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;107;107;107;107;107;107;107
"335";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"336";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"337";2;5;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"338";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"339";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"340";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"341";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;111;111;111;111;111
"342";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
"343";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;96;96;96;96;96;96;96;96;96;96;96;96
"344";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;109;109;109;109;109;109
"345";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"346";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"347";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
"348";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
"349";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"350";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;116;116
"351";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;96;96;96;96;96;96;96;96;96;96;96;96
"352";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56;56
"353";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
"354";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"355";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;112;112;112;112
"356";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;96;96;96;96;96;96;96;96;96;96;96;96
"357";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"358";2;5;7;8;10;12;15;16;19;21;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
"359";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"360";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;0
"361";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"362";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;111;111;111;111;111
"363";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"364";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"365";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"366";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;96;96;96;96;96;96;96;96;96;96;96;96
"367";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"368";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
"369";2;5;7;8;10;12;15;16;19;21;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
"370";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84
"371";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;107;107;107;107;107;107;107
"372";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;107;107;107;107;107;107;107
"373";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;111;111;111;111;111
"374";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68
"375";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86
"376";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;98;98;98;98;98;98;98;98;98;98;98
"377";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"378";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;96;96;96;96;96;96;96;96;96;96;96;96
"379";2;5;7;8;10;12;15;16;19;21;22;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
"380";2;5;7;8;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"381";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67;67
"382";2;5;7;8;10;12;15;16;19;21;22;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
"383";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"384";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;106;106;106;106;106;106;106
"385";2;5;7;8;10;12;15;16;19;21;22;25;27;29;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
"386";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;99;100;103;103;103;108;108;113;113;117;117
"387";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;110;110;110;110;110
"388";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;104;106;106;106;106;106;106;106
"389";2;5;7;8;10;12;15;16;19;21;22;25;27;29;31;33;34;37;39;40;43;45;47;49;50;52;55;57;58;60;63;65;66;69;70;73;75;76;78;80;83;85;87;89;91;92;95;97;97;97;97;105;105;105;105;105;105;105;105
"390";2;5;7;8;10;12;15;16;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;114;114;118
