%%MatrixMarket matrix coordinate integer general
1923 1539 32653
4 1 1
8 1 1
12 1 1
17 1 1
18 1 1
24 1 1
26 1 1
39 1 1
41 1 1
42 1 1
46 1 1
48 1 1
58 1 1
59 1 1
65 1 1
67 1 1
72 1 1
73 1 1
74 1 1
77 1 1
87 1 1
90 1 1
94 1 1
96 1 1
97 1 1
101 1 1
104 1 1
107 1 1
109 1 1
112 1 1
113 1 1
115 1 1
116 1 1
118 1 1
123 1 1
124 1 1
125 1 1
126 1 1
131 1 1
136 1 1
143 1 1
147 1 1
148 1 1
149 1 1
151 1 1
153 1 1
155 1 1
156 1 1
163 1 1
164 1 1
165 1 1
166 1 1
171 1 1
173 1 1
175 1 1
177 1 1
180 1 1
184 1 1
185 1 1
189 1 1
190 1 1
193 1 1
199 1 1
200 1 1
201 1 1
202 1 1
210 1 1
215 1 1
218 1 1
219 1 1
220 1 1
222 1 1
227 1 1
229 1 1
231 1 1
240 1 1
241 1 1
242 1 1
244 1 1
247 1 1
250 1 1
254 1 1
256 1 1
257 1 1
258 1 1
259 1 1
260 1 1
263 1 1
265 1 1
267 1 1
271 1 1
272 1 1
274 1 1
276 1 1
277 1 1
278 1 1
281 1 1
283 1 1
285 1 1
287 1 1
289 1 1
290 1 1
291 1 1
292 1 1
295 1 1
298 1 1
304 1 1
306 1 1
309 1 1
312 1 1
315 1 1
316 1 1
320 1 1
321 1 1
324 1 1
327 1 1
331 1 1
334 1 1
339 1 1
341 1 1
342 1 1
344 1 1
346 1 1
350 1 1
353 1 1
354 1 1
358 1 1
362 1 1
364 1 1
365 1 1
366 1 1
370 1 1
373 1 1
374 1 1
375 1 1
378 1 1
381 1 1
383 1 1
384 1 1
386 1 1
389 1 1
391 1 1
393 1 1
395 1 1
402 1 1
409 1 1
411 1 1
412 1 1
415 1 1
416 1 1
420 1 1
421 1 1
422 1 1
424 1 1
425 1 1
426 1 1
429 1 1
431 1 1
434 1 1
435 1 1
437 1 1
442 1 1
443 1 1
445 1 1
449 1 1
450 1 1
453 1 1
455 1 1
456 1 1
460 1 1
462 1 1
463 1 1
464 1 1
466 1 1
469 1 1
471 1 1
475 1 1
477 1 1
478 1 1
480 1 1
485 1 1
486 1 1
494 1 1
495 1 1
496 1 1
497 1 1
502 1 1
505 1 1
507 1 1
509 1 1
510 1 1
515 1 1
516 1 1
520 1 1
526 1 1
530 1 1
531 1 1
532 1 1
534 1 1
536 1 1
537 1 1
539 1 1
540 1 1
542 1 1
543 1 1
546 1 1
550 1 1
551 1 1
553 1 1
554 1 1
556 1 1
559 1 1
560 1 1
567 1 1
569 1 1
573 1 1
576 1 1
586 1 1
587 1 1
588 1 1
591 1 1
593 1 1
601 1 1
604 1 1
607 1 1
609 1 1
611 1 1
612 1 1
616 1 1
618 1 1
624 1 1
627 1 1
634 1 1
635 1 1
637 1 1
640 1 1
641 1 1
642 1 1
643 1 1
645 1 1
646 1 1
647 1 1
652 1 1
653 1 1
654 1 1
659 1 1
660 1 1
661 1 1
662 1 1
664 1 1
666 1 1
667 1 1
673 1 1
674 1 1
677 1 1
678 1 1
687 1 1
688 1 1
691 1 1
692 1 1
695 1 1
699 1 1
703 1 1
705 1 1
706 1 1
713 1 1
717 1 1
718 1 1
720 1 1
722 1 1
723 1 1
724 1 1
725 1 1
726 1 1
728 1 1
732 1 1
733 1 1
736 1 1
740 1 1
741 1 1
744 1 1
745 1 1
746 1 1
747 1 1
750 1 1
753 1 1
754 1 1
755 1 1
756 1 1
762 1 1
763 1 1
765 1 1
766 1 1
770 1 1
773 1 1
774 1 1
776 1 1
781 1 1
784 1 1
793 1 1
795 1 1
800 1 1
801 1 1
802 1 1
804 1 1
806 1 1
807 1 1
808 1 1
810 1 1
813 1 1
817 1 1
818 1 1
819 1 1
824 1 1
825 1 1
826 1 1
831 1 1
836 1 1
840 1 1
842 1 1
843 1 1
845 1 1
846 1 1
850 1 1
851 1 1
853 1 1
857 1 1
858 1 1
863 1 1
865 1 1
866 1 1
867 1 1
868 1 1
869 1 1
870 1 1
871 1 1
873 1 1
874 1 1
875 1 1
876 1 1
880 1 1
883 1 1
884 1 1
888 1 1
889 1 1
890 1 1
895 1 1
898 1 1
899 1 1
900 1 1
901 1 1
902 1 1
904 1 1
905 1 1
906 1 1
908 1 1
910 1 1
911 1 1
915 1 1
916 1 1
917 1 1
918 1 1
921 1 1
926 1 1
928 1 1
930 1 1
932 1 1
940 1 1
941 1 1
944 1 1
945 1 1
946 1 1
947 1 1
950 1 1
951 1 1
952 1 1
957 1 1
959 1 1
960 1 1
964 1 1
966 1 1
967 1 1
969 1 1
970 1 1
974 1 1
975 1 1
976 1 1
982 1 1
983 1 1
989 1 1
991 1 1
992 1 1
994 1 1
998 1 1
1000 1 1
1002 1 1
1003 1 1
1005 1 1
1006 1 1
1008 1 1
1009 1 1
1013 1 1
1014 1 1
1016 1 1
1017 1 1
1019 1 1
1023 1 1
1025 1 1
1027 1 1
1032 1 1
1033 1 1
1035 1 1
1036 1 1
1039 1 1
1041 1 1
1042 1 1
1045 1 1
1046 1 1
1053 1 1
1057 1 1
1058 1 1
1059 1 1
1060 1 1
1064 1 1
1067 1 1
1069 1 1
1070 1 1
1072 1 1
1087 1 1
1089 1 1
1093 1 1
1096 1 1
1098 1 1
1100 1 1
1101 1 1
1103 1 1
1109 1 1
1111 1 1
1114 1 1
1115 1 1
1118 1 1
1119 1 1
1123 1 1
1124 1 1
1125 1 1
1128 1 1
1130 1 1
1132 1 1
1138 1 1
1141 1 1
1142 1 1
1143 1 1
1144 1 1
1147 1 1
1148 1 1
1151 1 1
1152 1 1
1153 1 1
1154 1 1
1157 1 1
1158 1 1
1161 1 1
1170 1 1
1172 1 1
1174 1 1
1176 1 1
1177 1 1
1178 1 1
1179 1 1
1180 1 1
1181 1 1
1183 1 1
1185 1 1
1190 1 1
1191 1 1
1192 1 1
1193 1 1
1194 1 1
1195 1 1
1196 1 1
1197 1 1
1199 1 1
1200 1 1
1201 1 1
1203 1 1
1206 1 1
1207 1 1
1208 1 1
1210 1 1
1211 1 1
1213 1 1
1216 1 1
1218 1 1
1221 1 1
1230 1 1
1231 1 1
1234 1 1
1236 1 1
1237 1 1
1238 1 1
1239 1 1
1240 1 1
1242 1 1
1243 1 1
1244 1 1
1246 1 1
1250 1 1
1251 1 1
1256 1 1
1257 1 1
1266 1 1
1268 1 1
1269 1 1
1270 1 1
1273 1 1
1274 1 1
1277 1 1
1278 1 1
1279 1 1
1281 1 1
1282 1 1
1284 1 1
1287 1 1
1288 1 1
1301 1 1
1302 1 1
1303 1 1
1308 1 1
1309 1 1
1311 1 1
1313 1 1
1314 1 1
1318 1 1
1322 1 1
1323 1 1
1325 1 1
1326 1 1
1328 1 1
1332 1 1
1333 1 1
1334 1 1
1336 1 1
1337 1 1
1338 1 1
1341 1 1
1344 1 1
1345 1 1
1348 1 1
1350 1 1
1352 1 1
1354 1 1
1355 1 1
1362 1 1
1363 1 1
1366 1 1
1368 1 1
1371 1 1
1373 1 1
1374 1 1
1375 1 1
1377 1 1
1378 1 1
1386 1 1
1387 1 1
1390 1 1
1391 1 1
1395 1 1
1396 1 1
1399 1 1
1400 1 1
1401 1 1
1407 1 1
1409 1 1
1412 1 1
1415 1 1
1417 1 1
1418 1 1
1421 1 1
1422 1 1
1427 1 1
1428 1 1
1429 1 1
1433 1 1
1434 1 1
1435 1 1
1436 1 1
1440 1 1
1442 1 1
1444 1 1
1447 1 1
1450 1 1
1454 1 1
1458 1 1
1461 1 1
1462 1 1
1466 1 1
1467 1 1
1469 1 1
1472 1 1
1473 1 1
1474 1 1
1478 1 1
1479 1 1
1480 1 1
1482 1 1
1483 1 1
1484 1 1
1485 1 1
1488 1 1
1490 1 1
1491 1 1
1492 1 1
1494 1 1
1495 1 1
1496 1 1
1497 1 1
1498 1 1
1501 1 1
1504 1 1
1505 1 1
1509 1 1
1510 1 1
1516 1 1
1517 1 1
1521 1 1
1524 1 1
1528 1 1
1529 1 1
1532 1 1
1537 1 1
1538 1 1
1540 1 1
1542 1 1
1544 1 1
1547 1 1
1552 1 1
1555 1 1
1558 1 1
1561 1 1
1562 1 1
1566 1 1
1567 1 1
1568 1 1
1574 1 1
1576 1 1
1581 1 1
1583 1 1
1587 1 1
1589 1 1
1592 1 1
1595 1 1
1596 1 1
1597 1 1
1598 1 1
1601 1 1
1605 1 1
1609 1 1
1610 1 1
1611 1 1
1612 1 1
1615 1 1
1616 1 1
1617 1 1
1618 1 1
1623 1 1
1624 1 1
1625 1 1
1626 1 1
1627 1 1
1632 1 1
1636 1 1
1639 1 1
1640 1 1
1641 1 1
1643 1 1
1644 1 1
1647 1 1
1653 1 1
1654 1 1
