"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"328";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"329";2;5;6;8;10;13;14;17;18;20;22;24;27;28;30;30;30;30;30
"330";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"331";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"332";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"333";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"334";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"335";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"336";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"337";2;5;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"338";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"339";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"340";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"341";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"342";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;37;37
"343";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"344";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"345";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"346";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"347";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"348";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"349";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"350";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"351";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"352";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"353";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"354";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"355";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"356";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"357";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"358";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"359";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"360";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"361";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"362";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"363";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"364";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"365";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"366";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"367";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"368";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"369";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"370";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"371";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"372";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"373";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"374";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"375";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"376";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"377";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"378";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"379";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"380";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"381";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"382";2;5;6;8;10;13;14;17;18;20;22;24;26;26;26;26;26;26;26
"383";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"384";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"385";2;5;6;8;10;13;14;17;18;20;22;24;27;28;30;30;30;30;30
"386";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"387";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"388";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"389";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"390";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"391";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"392";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"393";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"394";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"395";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"396";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"397";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"398";2;5;6;8;10;13;14;17;18;20;22;24;27;28;30;30;30;30;30
"399";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"400";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;34;34;34
"401";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"402";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"403";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"404";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"405";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"406";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"407";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"408";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"409";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"410";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"411";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"412";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"413";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"414";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"415";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"416";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"417";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"418";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"419";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"420";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"421";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"422";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"423";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"424";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"425";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"426";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"427";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"428";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"429";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"430";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"431";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"432";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"433";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"434";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"435";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"436";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;33;33;33;33
"437";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"438";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"439";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"440";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"441";2;5;6;8;10;13;14;17;18;20;23;23;23;23;23;23;23;23;23
"442";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"443";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"444";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"445";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"446";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"447";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"448";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"449";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"450";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"451";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"452";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"453";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"454";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"455";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"456";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"457";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"458";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"459";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"460";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"461";2;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"462";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"463";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"464";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"465";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"466";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"467";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"468";2;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"469";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"470";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"471";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"472";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"473";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"474";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"475";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"476";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"477";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"478";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"479";2;5;6;8;10;13;14;16;16;16;16;16;16;16;16;16;16;16;16
"480";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"481";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"482";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"483";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"484";2;5;6;8;10;13;14;17;18;20;22;24;27;28;30;30;30;30;30
"485";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"486";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"487";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"488";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"489";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"490";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"491";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"492";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"493";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"494";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"495";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"496";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"497";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"498";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"499";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"500";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"501";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;34;34;34
"502";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"503";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"504";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"505";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"506";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"507";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"508";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"509";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"510";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"511";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"512";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"513";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"514";2;5;6;8;10;13;14;17;18;20;23;23;23;23;23;23;23;23;23
"515";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"516";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"517";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"518";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"519";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"520";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"521";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"522";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"523";2;5;6;8;10;13;14;16;16;16;16;16;16;16;16;16;16;16;16
"524";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"525";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"526";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"527";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"528";2;5;6;8;10;13;14;17;18;20;22;24;27;29;29;29;29;29;29
"529";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"530";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"531";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"532";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"533";2;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"534";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"535";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"536";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"537";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"538";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"539";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"540";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"541";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"542";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"543";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"544";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"545";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"546";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"547";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"548";2;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"549";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"550";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"551";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"552";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"553";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"554";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"555";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"556";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"557";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"558";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"559";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"560";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"561";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"562";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"563";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"564";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"565";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"566";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"567";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"568";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"569";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"570";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"571";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"572";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"573";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"574";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"575";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"576";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"577";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"578";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"579";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"580";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"581";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"582";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"583";2;5;6;8;10;13;14;17;19;19;19;19;19;19;19;19;19;19;19
"584";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"585";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"586";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"587";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"588";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"589";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"590";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"591";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"592";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"593";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"594";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"595";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"596";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"597";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;34;34;34
"598";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"599";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"600";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"601";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"602";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"603";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"604";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"605";2;5;6;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"606";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"607";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"608";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"609";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"610";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"611";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"612";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"613";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;39
"614";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"615";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"616";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"617";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"618";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"619";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;34;34;34
"620";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"621";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"622";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"623";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"624";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"625";2;5;6;8;10;13;14;16;16;16;16;16;16;16;16;16;16;16;16
"626";2;5;6;8;10;13;14;17;18;20;22;24;27;28;30;30;30;30;30
"627";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"628";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"629";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"630";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"631";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"632";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"633";2;5;6;8;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12
"634";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"635";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"636";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"637";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"638";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"639";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"640";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"641";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"642";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"643";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"644";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"645";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"646";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"647";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"648";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"649";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"650";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"651";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"652";2;5;6;8;10;13;14;17;18;20;22;25;25;25;25;25;25;25;25
"653";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"654";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"655";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"656";2;5;6;8;10;13;14;17;18;21;21;21;21;21;21;21;21;21;21
"657";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"658";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"659";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"660";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"661";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"662";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"663";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"664";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"665";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
"666";2;5;6;8;10;13;14;17;18;20;22;24;27;28;31;32;35;36;38
