"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,603433716296696;16,8664449265221;16,8664449265221
"facteur 2";0,531404758687775;14,8531791546302;31,7196240811524
"facteur 3";0,512098095546462;14,3135428005559;46,0331668817083
"facteur 4";0,420652383008589;11,757563522911;57,7907304046193
"facteur 5";0,364257576178673;10,1812845085794;67,9720149131987
"facteur 6";0,328291358317492;9,17600055379178;77,1480154669904
"facteur 7";0,301765431312862;8,43458012124744;85,5825955882379
"facteur 8";0,282020710316116;7,88269970706553;93,4652952953034
"facteur 9";0,233793260051848;6,53470470469658;100
