"";"";"";"";"puddle";""
"351";"konig";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"491"
"352";"johnson";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"492"
"353";"invade";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"493"
"354";"lee";"-0.124866959438445";"0.407773616949746";"0.881818114237075";"494"
"355";"winter";"-0.11964846997893";"0.394969087866577";"0.881818114237075";"495"
"356";"godrays";"-0.287183556979136";"0.166417458544927";"0.881247746592476";"497"
"357";"afterlife";"-0.294259115502534";"0.174978469658823";"0.880994249861543";"498"
"358";"steve";"-0.0959951117764434";"0.433434685376201";"0.880223538026368";"499"
"359";"shoot";"0.652987970524734";"0.188265140246816";"0.878612607187859";"501"
"360";"realm";"-1.14309244908721";"-5.59240521936074";"0.875255819831473";"505"
"361";"parchment";"-1.14309244908721";"-5.59240521936074";"0.875255819831473";"506"
"362";"include";"-1.14309244908721";"-5.59240521936074";"0.875255819831473";"507"
"363";"mountain";"-0.261250522104302";"-0.203667489682131";"0.874515772923427";"510"
"364";"square";"-0.232755533536506";"0.294066658199625";"0.874170281411107";"511"
"365";"tiny";"-0.226002851320266";"0.286026707195785";"0.873268732553515";"512"
"366";"person";"0.0789107806027515";"0.0869676395498662";"0.872207726074852";"514"
"367";"viktor";"-0.221182907963396";"0.281883683658712";"0.871318443188112";"515"
"368";"edge";"-0.254128656888288";"0.228306601413164";"0.871318443188112";"516"
"369";"wes";"-0.281140927463812";"0.224607372325231";"0.870400539702717";"517"
"370";"anderson";"-0.281140927463812";"0.224607372325231";"0.870400539702717";"518"
"371";"dieselpunk";"-0.0740312791598483";"0.469152740206566";"0.870306500592855";"519"
"372";"rainbow";"-0.0740312791598483";"0.469152740206566";"0.870306500592855";"520"
"373";"lantern";"-0.0740312791598483";"0.469152740206566";"0.870306500592855";"521"
"374";"silver";"-0.221957777513438";"0.277701629120976";"0.869104435449399";"522"
"375";"jan";"-0.899092369146052";"0.762508145496076";"0.868699658411297";"523"
"376";"ukrainian";"-0.0987405908535177";"0.428969928522405";"0.868352122570502";"524"
"377";"stålenhag";"-0.291439947653368";"0.17156744179313";"0.867693848801466";"525"
"378";"cloud";"-0.267297685846407";"0.173820771692996";"0.867669316859763";"526"
"379";"touch";"-0.270883072605882";"0.310665012333525";"0.865708805851983";"527"
"380";"george";"-0.248269618281316";"0.255178719639792";"0.865708805851983";"528"
"381";"desaturated";"-0.248269618281316";"0.255178719639792";"0.865708805851983";"529"
"382";"clothe";"-0.182378120431531";"0.362332884130887";"0.865708805851983";"530"
"383";"battista";"-0.248269618281316";"0.255178719639792";"0.865708805851983";"531"
"384";"astrophotography";"-0.248269618281316";"0.255178719639792";"0.865708805851983";"532"
"385";"raphael";"-0.139922777009633";"0.36199857571547";"0.865622944056022";"533"
"386";"kinkade";"-0.281222485631605";"0.207700054095119";"0.865312206127782";"534"
"387";"advertisement";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"535"
"388";"solidity";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"536"
"389";"finnstark";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"537"
"390";"eternity";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"538"
"391";"cimbing";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"539"
"392";"caribean";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"540"
"393";"anato";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"541"
"394";"alsp";"-0.29801800596809";"0.179526506813081";"0.865156837163662";"542"
"395";"wave";"-0.293632633758275";"0.174220463466447";"0.864662109672647";"544"
"396";"sculpt";"-0.293632633758275";"0.174220463466447";"0.864662109672647";"545"
"397";"instagram";"-0.293632633758275";"0.174220463466447";"0.864662109672647";"546"
"398";"houdini";"-0.293632633758275";"0.174220463466447";"0.864662109672647";"547"
"399";"building";"-0.288228741890848";"0.126264074421412";"0.86457011489126";"548"
"400";"skyscraper";"-0.242393224005714";"0.26249040532578";"0.864343194430506";"549"
"401";"hour";"-0.316932681358334";"0.258662832120745";"0.863276054966417";"550"
"402";"tarot";"-0.325703425777963";"0.269274918814012";"0.863276054966417";"551"
"403";"shock";"-0.325703425777963";"0.269274918814012";"0.863276054966417";"552"
"404";"flash";"-0.316932681358334";"0.258662832120745";"0.863276054966417";"553"
"405";"darrow";"-0.316932681358334";"0.258662832120745";"0.863276054966417";"554"
"406";"card";"-0.325703425777963";"0.269274918814012";"0.863276054966417";"555"
"407";"german";"-0.271705772709203";"0.147690246733279";"0.862705687321818";"556"
"408";"build";"-0.323599588228548";"-0.175735332426947";"0.86245014626241";"557"
"409";"ray";"-0.234356059966884";"0.213440386727663";"0.86245014626241";"558"
"410";"center";"0.214685597356689";"0.205537385482734";"0.862135319677219";"559"
"411";"maya";"-0.289247261548461";"0.168914420119814";"0.857400654928504";"561"
"412";"ominous";"-0.300780213983645";"0.219029765910936";"0.856873218181886";"562"
"413";"oil";"0.126121239235392";"0.170738122734925";"0.856192456799622";"567"
"414";"civilization";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"568"
"415";"warcraft";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"570"
"416";"unforgiving";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"572"
"417";"tactic";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"573"
"418";"strand";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"575"
"419";"situate";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"576"
"420";"simplistic";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"577"
"421";"sid";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"578"
"422";"robinson";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"579"
"423";"retrofuture";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"580"
"424";"reconstruction";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"581"
"425";"population";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"582"
"426";"miss";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"584"
"427";"mercantile";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"585"
"428";"incredibly";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"588"
"429";"hospitable";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"589"
"430";"habitable";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"590"
"431";"export";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"591"
"432";"erase";"-1.14309244908721";"-5.59240521936074";"0.855932827083264";"592"
"433";"moscow";"-0.374763295143614";"0.411811785894527";"0.8558306106595";"594"
"434";"germany";"-0.294319227033769";"0.203176539427012";"0.8558306106595";"595"
"435";"knight";"-0.340147782444566";"0.362892801084144";"0.855611867512647";"596"
"436";"colour";"-0.248897177299663";"0.184782072903274";"0.853506209183124";"597"
"437";"dusk";"-0.135917641132812";"0.387770686967643";"0.853391726788509";"598"
"438";"kuvshinov";"-0.262261011672786";"0.216353645857893";"0.852365473893925";"599"
"439";"ilya";"-0.262261011672786";"0.216353645857893";"0.852365473893925";"600"
"440";"screenshot";"-0.290500225036979";"0.170430432504566";"0.852365473893925";"601"
"441";"zbrush";"-0.290500225036979";"0.170430432504566";"0.852365473893925";"602"
"442";"35mm";"-0.290500225036979";"0.170430432504566";"0.852365473893925";"603"
"443";"clean";"-0.150538724641901";"0.39930150276626";"0.851515033248215";"604"
"444";"rossier";"-0.216430222491686";"0.292147338275164";"0.851515033248215";"605"
"445";"jessica";"-0.216430222491686";"0.292147338275164";"0.851515033248215";"606"
"446";"soviet";"-0.13497637737517";"0.409066571163997";"0.85016577645454";"607"
"447";"top";"-0.271705772709203";"0.147690246733279";"0.849652650007248";"608"
"448";"dynamic";"-0.27309062709125";"0.149365839369058";"0.849298981181027";"609"
"449";"worth1000";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"610"
"450";"worksite";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"611"
"451";"vasnev";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"612"
"452";"turini";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"613"
"453";"survivor";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"614"
"454";"sergey";"-0.298018005968089";"0.179526506813081";"0.848362678739356";"615"
"455";"logo";"-0.204710033500949";"0.308672224781485";"0.84685396432461";"616"
"456";"giovanni";"-0.254128656888288";"0.228306601413164";"0.84685396432461";"617"
"457";"wooden";"-0.747288763923126";"0.330413327542822";"0.84651256146924";"619"
"458";"fly";"-0.260618690557242";"0.170675732582472";"0.846420566687853";"620"
"459";"clock";"-0.236171490426514";"0.240555519867348";"0.845537416786539";"621"
"460";"fortress";"-0.305625954196052";"0.230919685773879";"0.845028378996198";"622"
"461";"hodas";"-0.305625954196052";"0.230919685773879";"0.845028378996198";"623"
"462";"filip";"-0.305625954196052";"0.230919685773879";"0.845028378996198";"624"
"463";"sprawl";"-0.271705772709203";"0.147690246733279";"0.843151685455904";"625"
"464";"palm";"-0.326459380497493";"0.319852290213971";"0.842569051840453";"627"
"465";"natural";"-0.271705772709203";"0.147690246733279";"0.839907336165658";"629"
"466";"ivan";"-0.271705772709203";"0.147690246733279";"0.839907336165658";"630"
"467";"resolution";"-0.273695391319891";"0.0651776314547864";"0.838478350561447";"631"
"468";"game";"-0.293564450349171";"0.13454861987645";"0.838417020707189";"632"
"469";"marble";"-0.271705772709203";"0.147690246733279";"0.836667075532362";"633"
"470";"gorgeous";"-0.271705772709203";"0.147690246733279";"0.836667075532362";"634"
"471";"beeple";"-0.271705772709203";"0.147690246733279";"0.836667075532362";"635"
"472";"minimal";"-0.230249110046066";"0.256033065389693";"0.836215278939328";"637"
"473";"isaac";"-0.230249110046066";"0.256033065389693";"0.836215278939328";"638"
"474";"tall";"-0.285545330947004";"0.260007586465737";"0.835066366336229";"639"
"475";"panoramic";"-0.309366811202236";"0.227008301997679";"0.83411166493828";"640"
"476";"float";"-0.348650086703267";"0.253397626174691";"0.833790705367663";"642"
"477";"steampunk";"-0.271705772709203";"0.147690246733279";"0.833430903556017";"643"
"478";"ralph";"-1.02456968843342";"0.885471725248635";"0.833357307730907";"644"
"479";"mcquarrie";"-1.02456968843342";"0.885471725248635";"0.833357307730907";"645"
"480";"sheet";"-1.02456968843342";"0.885471725248635";"0.833357307730907";"646"
"481";"grind";"-0.257586166027107";"0.170651853409943";"0.833210116080688";"647"
"482";"god";"-0.27655151292161";"0.159580166596222";"0.833210116080688";"648"
"483";"baroque";"-0.273585217941981";"0.149964265310408";"0.833210116080688";"649"
"484";"foreground";"-0.25411824348711";"0.21657034188878";"0.832044848849786";"651"
"485";"stun";"-0.272625258755306";"0.159527364076404";"0.831770908834101";"652"
"486";"cliff";"-0.246996461015534";"0.18787305841744";"0.830673104442883";"653"
"487";"moody";"-0.271705772709203";"0.147690246733279";"0.830198820236622";"654"
"488";"gloomy";"-0.271705772709203";"0.147690246733279";"0.830198820236622";"655"
"489";"surround";"-0.273790652144195";"0.159916031952288";"0.830178376951869";"656"
"490";"crowd";"-0.284961162982058";"-0.0797244192512043";"0.830178376951869";"657"
"491";"environment";"-0.256500042436176";"0.172418130846609";"0.830018919330798";"658"
"492";"drone";"-0.773615049858682";"0.639544565743517";"0.829679560803904";"659"
"493";"shop";"-0.265846734102232";"0.174562364959908";"0.828751435676134";"660"
"494";"amaze";"-0.271705772709203";"0.147690246733279";"0.826972869902653";"662"
"495";"zdzis";"-0.271705772709203";"0.147690246733279";"0.826972869902653";"663"
"496";"aw";"-0.271705772709203";"0.147690246733279";"0.826972869902653";"664"
"497";"fall";"-0.264796328932014";"0.165747383176015";"0.826842032880236";"665"
"498";"atmospheric";"-0.282853330708527";"0.176753636666299";"0.825764671773771";"666"
"499";"movie";"-0.249997728365684";"0.187382084793654";"0.825764671773771";"667"
"500";"glow";"-0.24346655934501";"0.193613460086606";"0.824507409761483";"668"
"501";"depth";"-0.281397253134017";"0.171470086459165";"0.824507409761483";"669"
"502";"century";"-0.328025297784327";"-0.246839026751091";"0.824507409761483";"670"
"503";"bright";"-0.233226099729351";"0.0994198481585467";"0.824274356315302";"671"
"504";"iron";"-0.271705772709203";"0.147690246733279";"0.823748963897159";"672"
"505";"end";"-0.271705772709203";"0.147690246733279";"0.823748963897159";"673"
"506";"dream";"-0.271705772709203";"0.147690246733279";"0.823748963897159";"674"
"507";"definition";"-0.271705772709203";"0.147690246733279";"0.823748963897159";"675"
"508";"calm";"-0.271705772709203";"0.147690246733279";"0.823748963897159";"676"
"509";"narrow";"-0.274097793914557";"0.150584452195079";"0.823677412400525";"677"
"510";"post";"-0.274097793914557";"0.150584452195079";"0.823677412400525";"678"
"511";"line";"-0.264168197679542";"0.167388941034446";"0.823677412400525";"679"
"512";"window";"-0.253735364204717";"0.176914109776305";"0.823677412400525";"680"
"513";"bierstadt";"-0.268509933469037";"0.162347765765986";"0.823677412400525";"681"
"514";"site";"-0.157670907414868";"0.496388394013677";"0.822162565000353";"682"
"515";"hill";"-0.262623652942426";"0.176760888785018";"0.821465448990288";"684"
"516";"friedrich";"-0.454560734849699";"-0.180350715502359";"0.821465448990288";"685"
"517";"grand";"-0.285394174656276";"0.190730757603452";"0.820531190877091";"687"
"518";"sci";"-0.285394174656276";"0.190730757603452";"0.820531190877091";"688"
"519";"fi";"-0.285394174656276";"0.190730757603452";"0.820531190877091";"689"
"520";"skyline";"-0.263414440176576";"0.169358810464562";"0.820531190877091";"690"
"521";"statue";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"691"
"522";"horror";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"692"
"523";"ted";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"693"
"524";"storm";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"694"
"525";"romantic";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"695"
"526";"overlook";"-0.271705772709203";"0.147690246733279";"0.820529146548616";"696"
"527";"distance";"0.0134147511080477";"0.252746488968637";"0.819805454268372";"697"
"528";"overgrow";"-0.707723552008897";"0.746698730234612";"0.819116515572208";"698"
"529";"extremely";"-0.454307990062476";"0.476242192802485";"0.817891962815524";"699"
"530";"young";"0.306499213112133";"0.207595420943804";"0.816708296628345";"700"
"531";"realism";"-0.219990647149291";"0.311482383415527";"0.816618346175433";"701"
"532";"visible";"-0.317333779199445";"0.291158616300522";"0.815970294048774";"702"
"533";"cat";"-0.289696004090687";"0.363387162071465";"0.815970294048774";"705"
"534";"area";"-0.180477880473735";"0.426648764557597";"0.815113720417638";"707"
"535";"front";"0.281073882226074";"0.289332589473845";"0.811380776621803";"709"
"536";"man";"-0.298971675872437";"-0.12872785132806";"0.81081654196263";"710"
"537";"sit";"-0.207089530802207";"0.416022770645355";"0.810575311202548";"711"
"538";"silhouette";"-0.305926777576885";"0.255291523908711";"0.810575311202548";"712"
"539";"whimsical";"-0.244067997600445";"0.219918792504222";"0.809540880994064";"713"
"540";"bustle";"-0.299082576603348";"0.233771268473625";"0.807363671167906";"714"
"541";"beach";"-0.299082576603348";"0.233771268473625";"0.807363671167906";"715"
