"";"";"";"";"puddle";""
"70";"arch";"-1.33129202446921";"1.18604936464378";"1.30745548010125";"123"
"71";"empty";"-1.12713569182539";"0.903155377776184";"1.30737166263376";"124"
"72";"streetview";"-0.394901390232856";"0.535054844564835";"1.29474588997052";"126"
"73";"house";"-0.22705835353763";"0.274804899093402";"1.286854782056";"127"
"74";"countryside";"-0.239747380307539";"0.294265437060342";"1.27619156472901";"128"
"75";"painter";"-1.58921762522659";"1.43880783413515";"1.27530228184227";"129"
"76";"flow";"-0.199847557426431";"0.33548446573773";"1.26873589877972";"130"
"77";"tattoo";"-0.0740312791598483";"0.469152740206566";"1.26500295498389";"131"
"78";"quaint";"-0.333378829958018";"0.299016499534369";"1.25950780004237";"132"
"79";"engine";"-0.29438574404903";"0.297116178310061";"1.25673569062991";"133"
"80";"unreal";"-0.29438574404903";"0.297116178310061";"1.25673569062991";"134"
"81";"vibrant";"-0.975755090922485";"0.843815213594315";"1.24964187082074";"135"
"82";"town";"-0.274868367346453";"0.350693755395956";"1.23838988689288";"136"
"83";"eiffel";"-0.292883911673673";"0.173314553626778";"1.22756312328787";"137"
"84";"chalet";"-0.188792447382928";"0.364375884046107";"1.22077799707847";"139"
"85";"alpine";"-0.188792447382928";"0.364375884046107";"1.22077799707847";"140"
"86";"snowfall";"-0.3395461356829";"0.314149124814478";"1.20663328835811";"141"
"87";"galic";"-0.3395461356829";"0.314149124814478";"1.20663328835811";"142"
"88";"full";"-0.796667086277945";"0.566650241472478";"1.20269386738627";"143"
"89";"soft";"-0.243887589354798";"0.251824071047308";"1.19815341384271";"145"
"90";"colorful";"-0.880137832513929";"0.621444369391353";"1.19608046476879";"146"
"91";"hyperrealism";"-0.316932681358334";"0.258662832120745";"1.19291788861755";"147"
"92";"8k";"-0.31759389528261";"0.146659506566439";"1.19169333586087";"148"
"93";"peak";"-0.188792447382928";"0.364375884046107";"1.17826414210685";"150"
"94";"lead";"-1.32571525472311";"1.18058431665478";"1.16943673175065";"154"
"95";"switzerland";"2.99551633579203";"-0.203340342062878";"1.16915052576411";"155"
"96";"wind";"-0.327211524233137";"0.28388387425426";"1.16816107078209";"156"
"97";"delicate";"-0.236551541067373";"0.308922956093048";"1.16815084913971";"157"
"98";"crook";"-0.408589792179928";"0.578095355435008";"1.16776651538636";"158"
"99";"grid";"-0.310044484958116";"0.331371748746932";"1.15783107899657";"159"
"100";"speckle";"3.74678649685832";"-0.296749917120435";"1.1574569668856";"161"
"101";"octane";"-0.329543642894075";"0.321970857298464";"1.14889531923118";"163"
"102";"long";"2.30012927981401";"-0.136751458133098";"1.14614774176043";"164"
"103";"anime";"-0.291029592493345";"0.289969679985154";"1.1441749647818";"166"
"104";"high";"-0.648128909486391";"0.371940230984449";"1.14230235989845";"167"
"105";"morning";"-0.214712422867026";"0.321254923468401";"1.13899872508242";"168"
"106";"render";"-0.338379670584803";"0.284069114049348";"1.13746956738293";"169"
"107";"tudor";"-0.188792447382928";"0.364375884046107";"1.13580548400406";"171"
"108";"single";"-1.12770059312642";"1.1101790193853";"1.13159212301654";"172"
"109";"poster";"-0.243582387395739";"0.276676414221095";"1.13053929385178";"173"
"110";"intricate";"-0.236356777723927";"0.149590513381005";"1.12857469418704";"174"
"111";"resemble";"-0.0740312791598483";"0.469152740206566";"1.12745644651107";"175"
"112";"perspective";"-0.39249873844414";"0.377343760572364";"1.12525879340016";"176"
"113";"james";"-0.02182821149528";"0.430417701988902";"1.12414667870962";"177"
"114";"toei";"-0.236551541067373";"0.308922956093048";"1.11508212625029";"179"
"115";"hunter";"-0.236551541067373";"0.308922956093048";"1.11508212625029";"180"
"116";"yoshitaka";"2.74216342946644";"-0.185639876157006";"1.1105110077796";"181"
"117";"amano";"2.74216342946644";"-0.185639876157006";"1.1105110077796";"182"
"118";"paint";"-0.282175772620034";"0.369102183300613";"1.10885101305768";"186"
"119";"prague";"-0.104101419825942";"0.43001336995086";"1.10789017867431";"187"
"120";"deform";"-0.408589792179928";"0.578095355435008";"1.10595828826518";"188"
"121";"burn";"-1.43399862752992";"0.847096717482867";"1.10488297148719";"189"
"122";"wide";"-0.302254015320039";"0.093709319822618";"1.10188803027093";"190"
"123";"flat";"-0.248531079993225";"0.26784460445673";"1.09755609823184";"191"
"124";"ultradetailed";"-1.00745895992018";"1.03535191407894";"1.09598400963436";"192"
"125";"wallpaper";"-0.325638236546497";"0.43196569831715";"1.09598400963436";"193"
"126";"sunlight";"-0.343520950828594";"0.403335972710053";"1.09598400963436";"194"
"127";"star";"-0.0979918238324974";"0.430187589482531";"1.0956916706624";"195"
"128";"scenery";"-0.255224999940742";"0.229633112249822";"1.09438534476671";"196"
"129";"timber";"-0.188792447382928";"0.364375884046107";"1.09340406709858";"197"
"130";"mushroom";"3.07703778526373";"-0.222676556478149";"1.09112668517713";"198"
"131";"zurich";"-0.298018005968089";"0.179526506813081";"1.0854598066437";"202"
"132";"rome";"-1.01303728987593";"0.90655801421821";"1.08525741812464";"203"
"133";"dark";"-0.772405401294387";"0.657237970353289";"1.07293625040422";"206"
"134";"road";"-0.770178533317541";"0.91637050473464";"1.07188750989641";"207"
"135";"makoto";"-0.249570812509958";"0.252208262898132";"1.07047487892";"209"
"136";"dramatic";"-0.292931488203767";"0.182187522993596";"1.06865338224854";"210"
"137";"villager";"-0.236551541067373";"0.308922956093048";"1.06208291052904";"213"
"138";"naïve";"-0.236551541067373";"0.308922956093048";"1.06208291052904";"214"
"139";"shinkai";"-0.250284843484128";"0.248836713989588";"1.06020417266027";"215"
"140";"half";"-0.199156613048712";"0.337290179382004";"1.05307559926702";"217"
"141";"witcher";"-0.3395461356829";"0.314149124814478";"1.05294271791612";"218"
"142";"impossibly";"-0.3395461356829";"0.314149124814478";"1.05294271791612";"219"
"143";"majestic";"-0.214304239791013";"0.297703380257545";"1.05068373495095";"221"
"144";"venice";"-0.115821512149052";"0.407589063804463";"1.0498619149039";"223"
"145";"duck";"3.30028735579526";"-0.247367676692244";"1.04983942729067";"224"
"146";"rose";"3.29736377432205";"-0.243830314461155";"1.04983942729067";"225"
"147";"print";"-0.250072399391154";"0.24691037557006";"1.04684039741746";"228"
"148";"perfect";"-0.400555773766818";"0.386697178981876";"1.04436062697696";"229"
"149";"peter";"-0.291945952139116";"0.172179677563896";"1.04085051498493";"230"
"150";"key";"-0.299426577435855";"0.296357710737447";"1.04008798046365";"231"
"151";"ghibli";"-0.295597267465162";"0.30382122091124";"1.03834212394578";"233"
"152";"flag";"-0.189111059523099";"-0.029235269739011";"1.03560885677435";"234"
"153";"sky";"-0.172030271806312";"0.329449507558331";"1.03242174868141";"235"
"154";"clear";"-0.209153270285099";"0.302522428687752";"1.03089463531038";"236"
"155";"architecture";"-0.329839808115197";"0.298408082568205";"1.02721688838338";"238"
"156";"soldier";"-0.0896919207014517";"0.448209597702792";"1.02386418968395";"239"
"157";"studio";"-0.294218911998473";"0.294813664708665";"1.02135784297327";"240"
"158";"low";"-0.260510618919078";"0.226766252820411";"1.01865932938592";"241"
"159";"jordan";"-0.296236645488954";"0.181389070516033";"1.0181073606976";"242"
"160";"moebius";"-0.314876912783374";"0.253618623694042";"1.01566643249813";"243"
"161";"tower";"-0.549560346739739";"0.438985230101318";"1.0133297650509";"244"
"162";"tom";"-0.0981689933892167";"0.455061502443649";"1.01169021361374";"246"
"163";"walk";"-0.206377150151776";"0.307435172594287";"1.01014674561492";"247"
"164";"lorenzo";"-0.236551541067373";"0.308922956093048";"1.00915320197594";"248"
"165";"lanfranconi";"-0.236551541067373";"0.308922956093048";"1.00915320197594";"249"
"166";"aztec";"-0.236551541067373";"0.308922956093048";"1.00915320197594";"250"
"167";"approach";"-0.236551541067373";"0.308922956093048";"1.00915320197594";"251"
"168";"afternoon";"-0.236551541067373";"0.308922956093048";"1.00915320197594";"252"
"169";"small";"-0.14004513065408";"0.242498836606247";"1.00783869876634";"253"
"170";"bavarian";"-0.3395461356829";"0.314149124814478";"1.00184472767686";"255"
"171";"elevate";"-0.3395461356829";"0.314149124814478";"1.00184472767686";"256"
"172";"pc";"-0.3395461356829";"0.314149124814478";"1.00184472767686";"257"
"173";"bagshaw";"-0.0993184083525199";"0.454390491121605";"0.999544858142189";"258"
"174";"mohrbacher";"-0.296138560735312";"0.177252488235952";"0.997942104617581";"259"
"175";"pencil";"-0.300805112618611";"-0.274639353757143";"0.996666443649015";"262"
"176";"pixar";"-0.294806443314746";"0.271579800070086";"0.995325364169241";"263"
"177";"thick";"-1.77743360415764";"1.62325320376399";"0.994417682326223";"264"
"178";"hd";"-0.299492777886798";"-0.0154284587670355";"0.993726699301583";"265"
"179";"light";"-0.233318839546118";"0.248886364755407";"0.992154610704104";"266"
"180";"witch";"-0.341678089575912";"0.55630683238932";"0.991866360389092";"267"
"181";"sunset";"-0.243909462177837";"0.253541694474495";"0.990594788077476";"268"
"182";"ultra";"-0.296348465468348";"0.197799426297049";"0.984498600564235";"270"
"183";"galata";"-0.29801800596809";"0.179526506813081";"0.983319023034007";"271"
"184";"grim";"-0.265634292907245";"0.210423742640633";"0.982511513286277";"272"
"185";"storybook";"-0.246595607250753";"0.262856467704543";"0.981084572010541";"273"
"186";"londo";"-0.0740312791598482";"0.469152740206566";"0.97965149774938";"274"
"187";"anor";"-0.0740312791598482";"0.469152740206566";"0.97965149774938";"275"
"188";"kindkade";"3.74678649685832";"-0.296749917120435";"0.977204436564488";"277"
"189";"landscale";"3.74678649685832";"-0.296749917120435";"0.977204436564488";"278"
"190";"grey";"-0.102270492524042";"0.423229526853239";"0.975064024650884";"280"
"191";"ernst";"-1.40100164629553";"1.25436246450631";"0.969018945349524";"284"
"192";"pile";"-0.0740312791598483";"0.469152740206566";"0.967438679438144";"285"
"193";"berlin";"-0.26422630538286";"0.211767100720092";"0.967318064058104";"286"
"194";"riverboat";"-0.188792447382928";"0.364375884046107";"0.966522820281225";"287"
"195";"picturesque";"-0.188792447382928";"0.364375884046107";"0.966522820281225";"288"
"196";"foot";"-0.188792447382928";"0.364375884046107";"0.966522820281225";"289"
"197";"detach";"-0.188792447382928";"0.364375884046107";"0.966522820281225";"290"
"198";"hardturm";"-0.29801800596809";"0.179526506813081";"0.966373584302531";"291"
"199";"grossmünster";"-0.29801800596809";"0.179526506813081";"0.966373584302531";"292"
"200";"photo";"-0.335134182168421";"0.0238863336881613";"0.966222303995361";"293"
"201";"socialist";"-0.204047488685868";"0.340968912915752";"0.96378750878132";"295"
"202";"animation";"-0.290559854920981";"0.300019418356637";"0.963388864728643";"296"
"203";"cobblestone";"-0.297250749290497";"0.233710061286747";"0.962939112464085";"298"
"204";"detail";"-0.368315520727498";"0.130713606493695";"0.960876385032542";"299"
"205";"artstation";"0.0871341369740474";"0.0914695232346554";"0.959778580641324";"300"
"206";"pixel";"-0.22041014696539";"0.287526260945743";"0.959116218215339";"301"
"207";"max";"-1.53086433779271";"1.38263208760551";"0.958402747577471";"302"
"208";"lineart";"-1.5264789655829";"1.37732604425887";"0.958402747577471";"303"
"209";"university";"-0.353354866982305";"0.366938370938584";"0.957938685013586";"305"
"210";"colourful";"-0.32597806308816";"0.280857349198238";"0.957938685013586";"306"
"211";"state";"-0.286443164378289";"0.345149847892896";"0.957938685013586";"307"
"212";"dreamlike";"-0.362961785689687";"0.434626985867765";"0.956975806301736";"308"
"213";"communist";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"309"
"214";"zelensky";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"310"
"215";"unify";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"311"
"216";"ultrarrealistic";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"312"
"217";"put";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"313"
"218";"pustoviyt";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"314"
"219";"propaganda";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"315"
"220";"otto";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"316"
"221";"norway";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"317"
"222";"havrylo";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"318"
"223";"gabriele";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"319"
"224";"deni";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"320"
"225";"dell";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"321"
"226";"block";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"322"
"227";"alert";"-0.236551541067373";"0.308922956093048";"0.956290956262522";"323"
"228";"lithuania";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"327"
"229";"wholesome";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"328"
"230";"postprocessing";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"329"
"231";"lyria";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"330"
"232";"district";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"331"
"233";"ariel";"-0.3395461356829";"0.314149124814478";"0.95081215594881";"332"
"234";"view";"-0.503354636829159";"0.414904335231975";"0.948426424618175";"333"
"235";"fallout";"-0.308069986532802";"0.215760038505983";"0.947455368592424";"334"
"236";"city";"0.0396217667087678";"0.148075824836279";"0.946686701085724";"335"
"237";"hdr";"-0.267854053935393";"0.197285090664127";"0.946300323003899";"336"
"238";"gothic";"-0.348893123256399";"0.237453140711159";"0.945208651598107";"337"
"239";"tree";"-0.248992403569988";"0.243399354129453";"0.943679493898609";"338"
"240";"villeneuve";"-0.0740312791598482";"0.469152740206566";"0.943062106699079";"339"
"241";"magali";"-0.0740312791598482";"0.469152740206566";"0.943062106699079";"340"
"242";"tulip";"3.74678649685832";"-0.296749917120435";"0.941293762567974";"341"
"243";"hobbit";"3.74678649685832";"-0.296749917120435";"0.941293762567974";"342"
"244";"botanical";"3.74678649685832";"-0.296749917120435";"0.941293762567974";"343"
"245";"river";"-0.180639579040744";"0.326807091722238";"0.940694774324721";"344"
"246";"scene";"-0.270865905196757";"0.198921503425874";"0.940061032497389";"345"
"247";"european";"-0.301837023279144";"-0.156209444959196";"0.936229960934741";"348"
"248";"gouache";"-0.586781828785617";"0.565166853495532";"0.936146143467256";"349"
"249";"farm";"0.194323497043761";"0.187881733727183";"0.936146143467256";"350"
"250";"vector";"-0.220631843172558";"0.327407265410734";"0.933568245259946";"351"
"251";"psychedelic";"-1.34722565231523";"1.2016637874695";"0.932705538643384";"358"
"252";"limmat";"-0.29801800596809";"0.179526506813081";"0.932546081022313";"359"
"253";"social";"-0.0740312791598484";"0.469152740206566";"0.930896307942774";"363"
"254";"masculine";"-0.0740312791598484";"0.469152740206566";"0.930896307942774";"364"
"255";"lake";"-0.308488730206733";"0.0447884402657818";"0.930311629998848";"366"
"256";"rutkowski";"-0.201076155883314";"-0.0107710329571267";"0.930266654772392";"367"
"257";"skull";"-0.11046279174261";"0.414296786068916";"0.927803238959697";"368"
"258";"win";"-0.682201823428021";"0.576043768936386";"0.926762675765787";"369"
"259";"tag";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"371"
"260";"rolex";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"372"
"261";"omega";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"373"
"262";"jewel";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"374"
"263";"jacob";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"375"
"264";"heur";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"376"
"265";"breitling";"-0.188792447382928";"0.364375884046107";"0.924338102194122";"377"
"266";"time";"-0.431960614557976";"-0.408419770765324";"0.922573846719968";"378"
"267";"stone";"-0.26386899352987";"0.17307060506222";"0.920797325274962";"380"
"268";"super";"-0.142518877061252";"0.372686640518395";"0.92058675944201";"381"
"269";"future";"-0.210588570184988";"-0.185222429771157";"0.919619792073209";"382"
"270";"castle";"-0.207083597389664";"0.198668286763937";"0.919529841620298";"383"
"271";"lacoste";"-0.0740312791598483";"0.469152740206566";"0.918746863814271";"386"
"272";"alan";"-0.0740312791598483";"0.469152740206566";"0.918746863814271";"387"
"273";"cityscape";"-0.255775208837614";"0.220171871097017";"0.9178187386865";"388"
"274";"anarchy";"-1.77743360415764";"1.62325320376399";"0.915743745284106";"391"
"275";"brussels";"-0.29801800596809";"0.179526506813081";"0.915666060802046";"392"
"276";"train";"-0.29509442449488";"0.175989144581992";"0.914059218620487";"394"
"277";"unite";"-0.24534009897783";"0.268614778753106";"0.913768923976999";"400"
"278";"van";"-1.18807635567081";"1.11009990656164";"0.913456141720284";"401"
"279";"capital";"-0.275891749220633";"0.242855359023541";"0.913084073937786";"403"
"280";"photorealistic";"-0.42416523313612";"0.250867038673551";"0.912568903162019";"406"
"281";"cozy";"-0.235431192878958";"0.242490213057641";"0.912303140460234";"407"
"282";"rembrandt";"0.252203843594386";"0.334978678847178";"0.911135828900858";"408"
"283";"spire";"-0.266185827931932";"0.220767582817318";"0.910559328270833";"409"
"284";"medium";"-0.329164103254197";"0.280493470314129";"0.909657779413241";"410"
"285";"bloom";"-0.282232481044265";"0.288732818990148";"0.907821972442452";"413"
"286";"valley";"-0.255726576508371";"0.220977841896811";"0.907599140638648";"414"
"287";"greg";"-0.00314923415340106";"0.0205391356078079";"0.907151432702565";"415"
"288";"gaston";"-0.290500225036979";"0.170430432504566";"0.907112590461535";"416"
"289";"bussiere";"-0.290500225036979";"0.170430432504566";"0.907112590461535";"417"
"290";"symbol";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"418"
"291";"sheild";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"419"
"292";"pipe";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"420"
"293";"instrument";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"421"
"294";"entertwined";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"422"
"295";"curve";"-0.0740312791598483";"0.469152740206566";"0.906611729985095";"423"
"296";"stew";"3.74678649685832";"-0.296749917120435";"0.905428063797916";"424"
"297";"precious";"3.74678649685832";"-0.296749917120435";"0.905428063797916";"425"
"298";"dieces";"3.74678649685832";"-0.296749917120435";"0.905428063797916";"429"
"299";"festival";"0.0912014293722879";"0.452138157038505";"0.904782055999732";"430"
"300";"breathtaking";"-0.115320326753645";"0.406982658850562";"0.904600110765434";"431"
"301";"ruan";"-0.0943937088696885";"0.44282308262534";"0.904140136858499";"432"
"302";"jia";"-0.0943937088696885";"0.44282308262534";"0.904140136858499";"433"
"303";"figure";"-0.104442739705903";"0.419696971979907";"0.903743537134298";"434"
"304";"street";"-0.518195729738991";"0.491683475208252";"0.903306050840591";"435"
"305";"dome";"-0.274967073190922";"0.198355982915904";"0.902754082152269";"436"
"306";"illustrate";"-0.291439947653368";"0.17156744179313";"0.902754082152269";"437"
"307";"large";"-0.177644904815543";"-0.0230931915076446";"0.901934306433688";"438"
"308";"john";"-0.129187960958341";"0.383548274030221";"0.900345863208406";"439"
"309";"tictac";"-0.29801800596809";"0.179526506813081";"0.898808528195007";"440"
"310";"takeya";"-0.29801800596809";"0.179526506813081";"0.898808528195007";"441"
"311";"takayuki";"-0.29801800596809";"0.179526506813081";"0.898808528195007";"442"
"312";"crash";"-0.29801800596809";"0.179526506813081";"0.898808528195007";"443"
"313";"tooth";"-1.108221234625";"0.967447445083675";"0.898505967580667";"444"
"314";"pennington";"-1.27552432700816";"1.13139888475375";"0.897475626029134";"446"
"315";"bruce";"-1.27552432700816";"1.13139888475375";"0.897475626029134";"447"
"316";"dragon";"-0.329673732556608";"-0.263470746541318";"0.896909347041485";"449"
"317";"season";"-0.229696637404032";"0.276743747177093";"0.896753978077365";"450"
"318";"trident";"-0.0740312791598483";"0.469152740206566";"0.894494995112197";"453"
"319";"mccurry";"-0.0740312791598483";"0.469152740206566";"0.894494995112197";"454"
"320";"kincade";"-0.0740312791598483";"0.469152740206566";"0.894494995112197";"455"
"321";"church";"-0.268727751194912";"0.24738443524";"0.893949159409301";"457"
"322";"cross";"-0.305513998306597";"-0.276279353848439";"0.893740637904824";"458"
"323";"station";"-0.286002369753661";"0.0290790098573914";"0.893178447574126";"459"
"324";"rural";"-0.305625954196052";"0.230919685773879";"0.892188992592097";"462"
"325";"pokemon";"-0.0937987285147838";"0.437006490859237";"0.892158327664968";"463"
"326";"organ";"-0.0937987285147838";"0.437006490859237";"0.892158327664968";"464"
"327";"music";"-0.107487130461856";"0.48004700172941";"0.892158327664968";"465"
"328";"crystal";"-0.0937987285147838";"0.437006490859237";"0.892158327664968";"466"
"329";"sword";"-0.106977028084741";"0.415575657961018";"0.892021357657125";"467"
"330";"architectural";"-0.209520778714497";"0.3102044747179";"0.889795083947561";"469"
"331";"shiny";"-0.209520778714497";"0.3102044747179";"0.889795083947561";"470"
"332";"cinematic";"-0.486877675133816";"0.405026168083519";"0.889433237807439";"471"
"333";"trace";"-0.271705772709203";"0.147690246733279";"0.889016194798485";"472"
"334";"alp";"0.0331437692277607";"0.168181809098402";"0.888507157008144";"473"
"335";"epic";"-0.262077759718412";"0.175442003695284";"0.887673070990236";"474"
"336";"pixiv";"-0.29084194235203";"0.170843890427681";"0.887294870222311";"475"
"337";"close";"0.137655158993404";"0.262872943468352";"0.886718369592287";"476"
"338";"wall";"-0.254238174467524";"0.229852657139678";"0.885015443972391";"477"
"339";"night";"-0.239445881811891";"0.348929268201593";"0.884702661715675";"478"
"340";"zombie";"-0.29217084302167";"0.172451782350903";"0.883375892535228";"480"
"341";"clay";"-1.40100164629553";"1.25436246450631";"0.883345227608099";"481"
"342";"busy";"-0.234117837140684";"0.25506728350132";"0.883296163724692";"482"
"343";"background";"0.57570915238506";"-0.0918259201997802";"0.882513185918665";"483"
"344";"style";"-0.355963478472874";"-0.511273573539668";"0.882090009924286";"484"
"345";"vfx";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"485"
"346";"verehin";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"486"
"347";"ting";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"487"
"348";"nekro";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"488"
"349";"maxim";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"489"
"350";"marco";"-0.298018005968089";"0.179526506813081";"0.88197143887272";"490"
