"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"david";1;1;0,59;1;1;1;1;1;1;0,002
"colonial";1;1;1;1;1;1;1;1;1;0,005
"cinema";1;1;1;1;0;1;1;0,012;1;1
"body";1;0;1;1;0;1;1;1;1;1
"blur";1;1;1;1;0,004;1;1;0,007;1;1
"bierstadt";1;1;1;0,348;1;1;1;1;1;0
"beeple";1;1;1;1;1;1;1;1;1;0
"bavarian";1;1;1;1;1;1;1;1;0;1
"autumn";0;1;1;1;1;1;1;1;0;1
"wind";1;1;1;1;1;1;1;1;0;1
"waterway";1;1;1;1;1;1;1;1;1;0,03
"social";1;1;1;1;0;1;1;1;1;1
"slow";1;1;1;1;1;0;1;1;1;1
"sing";1;0,966;1;1;1;1;1;0;1;0,952
"ruan";1;1;1;1;0;1;1;1;1;1
"ride";1;1;1;1;1;1;1;1;1;0,03
"region";1;0;1;1;1;1;1;1;1;1
"ralph";1;1;0;1;1;1;1;1;1;0,654
"quaint";1;1;1;1;1;1;1;1;0;1
"pixiv";1;1;1;1;1;1;1;0;1;1
"pennington";1;1;0;1;1;1;1;1;1;1
"paper";1;0;1;1;0,402;1;1;1;0,204;1
"otherworldly";1;1;1;1;1;1;1;1;1;0,005
"nice";1;1;1;0;1;1;1;1;1;1
"mcquarrie";1;1;0;1;1;1;1;1;1;0,654
"masculine";1;1;1;1;0;1;1;1;1;1
"magnificent";1;1;1;1;1;1;1;0,365;1;0,14
"jia";1;1;1;1;0;1;1;1;1;1
"gloomy";1;1;1;1;1;1;1;1;1;0
"galata";1;1;1;1;1;1;1;0;1;1
"flat";1;1;1;0;1;1;1;1;1;1
"fallout";1;1;1;1;1;0,269;1;0;1;1
"earth";1;0;1;1;1;1;1;1;0,013;1
"dof";1;1;1;1;0;1;1;0,007;1;1
"countryside";1;1;1;0;1;1;1;1;1;1
"cottage";1;1;1;1;1;1;1;0,884;1;0,005
"cosmic";1;1;1;1;1;1;1;0,513;1;0,06
"caspar";1;1;0,527;1;1;1;1;1;1;0,004
"bruce";1;1;0;1;1;1;1;1;1;1
"beksinski";1;1;1;1;1;1;1;0,08;1;0,022
"battle";1;1;1;1;0;1;1;1;1;1
"apocalyptic";1;1;1;1;1;1;1;1;1;0,005
"alexander";1;0,296;1;0;1;1;1;1;1;1
"table";0;0;1;1;1;1;0,355;1;1;1
"streetview";1;1;1;1;1;0;1;1;1;1
"stefan";1;1;1;1;0;1;1;1;1;1
"speckle";0;1;1;1;1;1;1;1;1;1
"space";1;0,028;1;1;1;1;1;1;1;0,174
"soviet";1;1;1;0;0;1;1;1;1;1
"solter";1;1;1;1;1;1;1;1;0;1
"skyline";1;1;1;1;1;1;0,419;1;1;0,001
"sculpture";1;0;1;1;1;1;1;1;1;1
"sci";1;1;1;1;1;0,224;1;1;1;0,001
"process";1;1;1;1;1;1;1;0,983;1;0,002
"poster";1;1;1;0;1;1;1;1;1;1
"pokemon";1;1;1;1;0;1;1;1;1;1
"pencil";1;0,966;1;1;1;1;0;1;1;1
"organ";1;1;1;1;0;1;1;1;1;1
"music";1;1;1;1;0;0,224;1;1;1;1
"lot";1;0,966;1;1;0,625;1;1;1;1;0,174
"lisbon";1;1;0,462;1;1;1;1;1;1;0,044
"jonathan";1;1;1;1;1;1;1;1;0;1
"hour";1;1;1;1;1;1;1;1;0;1
"heartstone";1;1;1;1;1;1;1;1;1;0,03
"hardturm";1;1;1;1;1;1;1;0;1;1
"guard";1;1;1;1;0,001;1;1;1;1;1
"grossmünster";1;1;1;1;1;1;1;0;1;1
"fi";1;1;1;1;1;0,224;1;1;1;0,001
"fae";1;1;1;1;1;1;1;1;1;0,03
"duck";0;1;1;1;1;1;1;1;1;1
"daylight";1;1;1;1;0;1;1;1;1;1
"crystal";1;1;1;1;0;1;1;1;1;1
"clean";1;1;1;1;0,357;1;0;1;1;1
"chalet";1;1;1;1;1;1;0;1;1;1
"budapest";1;1;1;1;0,011;1;1;0,983;1;0,74
"bloom";1;1;1;1;1;1;1;1;0;1
"bloodborne";1;1;1;1;1;1;1;0,03;1;0,089
"alpine";1;1;1;1;1;1;0;1;1;1
"alan";1;1;1;1;0;1;1;1;1;1
"zdzis";1;1;1;1;1;1;1;1;1;0
"vast";1;0,878;1;1;1;1;1;1;1;0,002
"ukrainian";1;1;1;1;0;1;1;1;1;1
"tooth";1;1;0;1;1;1;1;1;1;0,74
"throne";1;1;1;1;0;1;1;1;1;1
"symbol";1;1;1;1;0;1;1;1;1;1
"steve";1;1;1;1;0;1;1;1;1;1
"steam";1;1;1;1;0;1;1;1;1;1
"starry";1;1;1;1;1;1;1;0,001;1;0,309
"sheild";1;1;1;1;0;1;1;1;1;1
"sargent";1;1;1;1;0,106;1;0,102;1;1;0,966
"rural";1;1;1;1;1;1;1;1;0;0,525
"rose";0;1;1;1;1;1;1;0,983;1;1
"robert";1;1;1;1;1;1;1;1;0,028;0,14
"pipe";1;1;1;1;0;1;1;1;1;1
"peak";1;1;1;1;1;1;0;1;1;1
"pastel";1;1;1;0,003;1;1;1;1;1;0,017
"mediterranean";1;1;1;1;0;1;1;1;1;1
"mark";1;1;1;1;1;1;1;1;1;0,03
"lithuania";1;1;1;1;1;1;1;1;0;1
"lit";1;1;1;1;1;1;1;1;1;0,002
"lamp";1;1;1;1;1;1;1;1;1;0,002
"instrument";1;1;1;1;0;1;1;1;1;1
"human";1;1;1;1;1;1;1;1;1;0,03
"grid";1;1;1;1;1;1;1;1;0;1
"gouache";1;1;0,017;0;1;1;1;1;1;1
"front";0,449;1;1;1;0,011;1;0,012;1;1;1
"fog";1;1;1;1;1;1;1;0,983;1;0,002
"farm";0,449;1;1;0;1;1;1;1;1;1
"entertwined";1;1;1;1;0;1;1;1;1;1
"drone";1;1;0;1;1;1;1;1;1;0,089
"dieselpunk";1;1;1;1;0;1;1;1;1;1
"curve";1;1;1;1;0;1;1;1;1;1
"communist";1;1;1;0;1;1;1;1;1;1
"choi";1;1;1;1;1;1;1;0;1;1
"bell";1;1;1;1;0,011;1;1;1;0,258;0,74
"back";1;1;0,395;1;1;1;1;0,983;1;0,017
"aw";1;1;1;1;1;1;1;1;1;0
"artistic";1;1;1;1;1;1;1;0,001;1;0,309
"army";1;0,781;1;0,19;1;1;1;0,884;1;0,173
"architectural";1;1;1;1;1;1;0;1;1;1
"archdaily";1;1;1;1;1;0;1;1;1;1
"accurate";1;0;1;1;1;1;1;1;1;1
"wu";1;1;0;1;1;1;1;1;1;1
"wood";1;1;1;1;0,001;1;1;1;1;1
"woman";1;0;1;1;1;1;1;1;1;1
"vladimir";1;1;1;1;1;1;1;1;1;0,012
"vector";1;1;1;0;1;1;0,001;1;1;1
"tudor";1;1;1;1;1;1;0;1;1;1
"trident";1;1;1;1;0;1;1;1;1;1
"tolkien";0;0;1;1;1;1;1;1;1;1
"tile";1;1;1;1;1;1;1;1;0,001;0,079
"stålenhag";1;1;1;1;1;1;1;0;1;1
"stockholm";1;1;1;1;1;1;1;1;1;0,005
"snowfall";1;1;1;1;1;1;1;1;0;1
"scheme";1;1;0,325;1;1;1;1;1;1;0,005
"rust";1;1;1;1;1;1;1;1;1;0,03
"renaissance";1;1;1;1;1;1;1;0,077;0,103;0,583
"reflection";0,032;1;1;1;1;1;1;1;1;0,327
"point";1;0,007;1;1;1;1;1;1;1;0,173
"play";0;1;1;1;1;1;1;1;1;0,966
"panoramic";1;1;1;1;1;1;1;0,036;0;1
"moon";1;1;1;1;1;1;1;1;1;0,005
"mccurry";1;1;1;1;0;1;1;1;1;1
"limmat";1;1;1;1;1;1;1;0;1;1
"knight";1;1;1;1;1;0;1;1;1;0,654
"kindkade";0;1;1;1;1;1;1;1;1;1
"kincade";1;1;1;1;0;1;1;1;1;1
"isometric";1;1;1;1;1;1;1;1;0,061;0,06
"iron";1;1;1;1;1;1;1;1;1;0
"imax";1;1;1;1;1;1;1;1;1;0,005
"igor";1;0;1;1;1;1;1;1;1;1
"howe";1;1;1;1;0;1;1;1;1;1
"hildebrandt";1;1;1;1;1;1;1;1;1;0,012
"heavenly";1;0;1;1;1;1;1;1;1;0,525
"half";1;1;1;1;1;1;0;1;1;1
"gate";1;1;1;1;1;1;1;0,884;1;0,005
"galic";1;1;1;1;1;1;1;1;0;1
"feature";1;1;1;1;1;1;1;0,884;1;0,005
"ernst";1;1;0;1;1;1;1;1;1;1
"end";1;1;1;1;1;1;1;1;1;0
"effect";1;1;1;1;1;1;1;0,884;1;0,005
"dungeon";1;1;0,024;1;1;1;1;1;1;0,327
"dream";1;1;1;1;1;1;1;1;1;0
"depict";1;1;1;1;0,884;1;1;1;1;0,026
"definition";1;1;1;1;1;1;1;1;1;0
"condition";1;0;1;1;1;1;1;1;1;1
"civilization";1;0;1;1;1;1;1;1;1;1
"calm";1;1;1;1;1;1;1;1;1;0
"area";1;1;1;1;0,004;0,033;1;1;1;1
"american";1;1;1;1;0,192;1;1;1;1;0,165
"america";1;1;1;1;0,001;1;1;1;1;1
"air";1;1;1;1;1;1;1;1;1;0,03
"zbrush";1;1;1;1;1;1;1;0;1;1
"young";0,299;1;1;1;1;0,097;0,003;1;1;0,837
"warren";1;0;1;1;1;1;1;1;1;1
"vintage";1;1;1;0,14;1;1;1;1;1;0,011
"timber";1;1;1;1;1;1;0;1;1;1
"ted";1;1;1;1;1;1;1;1;1;0,001
"sunrise";1;1;1;1;1;1;1;0;1;0,837
"storybook";1;1;1;0;1;1;1;1;1;1
"storm";1;1;1;1;1;1;1;1;1;0,001
"shiny";1;1;1;1;1;1;0;1;1;1
"sand";1;1;0,065;1;1;1;1;0,365;1;0,654
"romanticism";1;1;1;1;1;1;1;1;1;0,03
"romantic";1;1;1;1;1;1;1;1;1;0,001
"robot";1;1;1;1;1;1;1;0,773;1;0,079
"regional";1;0;1;1;1;1;1;1;1;1
"psychedelic";1;1;0;1;1;1;1;1;1;1
"piranesi";1;1;0,186;1;1;1;1;1;1;0,026
"overlook";1;1;1;1;1;1;1;1;1;0,001
"nearby";0;1;1;1;1;1;1;1;1;1
"nasmith";1;1;1;1;1;1;1;1;1;0,001
"mysterious";1;0,674;1;1;1;1;1;1;1;0,079
"morski";1;0;1;1;1;1;1;1;1;1
"model";1;1;1;1;0,884;1;1;1;1;0,026
"lovecraftian";1;1;1;1;1;1;1;1;1;0,012
"lightning";1;1;1;1;0,044;1;1;0,365;1;1
"levitan";1;1;1;1;1;1;1;1;1;0,03
"imaginative";1;0;1;1;1;1;1;1;1;1
"horse";0;1;1;1;1;1;1;1;1;1
"gonsalves";1;0;1;1;1;1;1;1;1;1
"fortress";1;1;1;1;1;1;1;1;0;0,654
"foliage";1;1;1;1;0,293;1;1;1;1;0,079
"elevate";1;1;1;1;1;1;1;1;0;1
"dishonor";1;1;1;1;1;1;1;1;1;0,03
"delicate";1;1;1;0;1;1;1;1;1;1
"de";1;1;1;1;1;1;1;1;1;0,012
"complex";1;1;1;1;1;1;1;1;1;0,001
"colosseum";1;1;1;1;0,73;1;1;0,513;1;0,337
"clock";1;1;1;1;1;1;0;1;1;0,326
"canaletto";1;1;0,255;1;0;1;1;1;1;1
"cafe";1;1;1;1;0,001;1;0,224;1;1;1
"brussels";1;1;1;1;1;1;1;0;1;1
"blunt";1;0;1;1;1;1;1;1;1;1
"archipelago";1;0;1;1;1;1;1;1;1;0,837
"aqueduct";1;1;1;1;0,106;1;1;0;1;1
"alien";1;0,557;1;1;1;1;1;1;1;0,026
"aivazovsky";1;1;1;1;1;1;1;1;1;0,001
"afterlife";1;1;1;1;1;1;1;0;1;1
"35mm";1;1;1;1;1;1;1;0;1;1
"wave";1;1;1;1;1;1;1;0;1;1
"viktor";1;1;1;0;0,884;1;1;1;1;1
"treasure";1;0;1;1;1;1;1;0,649;1;1
"toei";1;1;1;0;1;1;1;1;1;1
"tictac";1;1;1;1;1;1;1;0;1;1
"takeya";1;1;1;1;1;1;1;0;1;1
"takayuki";1;1;1;1;1;1;1;0;1;1
"stream";0,222;1;1;1;1;1;1;1;1;0,026
"strange";1;1;1;1;1;1;1;1;1;0,005
"shade";1;1;1;1;1;1;1;1;1;0,005
"settlement";1;1;1;1;1;1;1;1;1;0,002
"secret";0,149;0,43;1;1;1;1;1;1;1;0,337
"sculpt";1;1;1;1;1;1;1;0;1;1
"rococo";1;1;1;1;1;1;1;0,649;1;0,026
"rock";1;1;1;1;0,884;1;1;1;1;0,026
"ratio";1;1;1;0,055;1;1;1;0;1;1
"range";1;1;1;1;1;1;1;1;1;0,002
"rainbow";1;1;1;1;0;1;1;1;1;1
"pumpkin";1;1;1;1;1;1;1;1;1;0,005
"pond";1;1;1;1;1;1;1;1;1;0,03
"political";1;0;1;1;1;1;1;1;1;1
"plain";0;0,557;1;1;1;1;1;0,649;1;1
"picture";1;0;1;1;1;1;1;0,649;1;1
"path";1;1;1;1;1;1;1;0,077;1;0,165
"overgrow";1;1;0,001;1;0,192;1;1;1;1;1
"nighttime";1;1;1;1;1;1;1;1;1;0,005
"michael";1;1;1;1;0,73;1;1;1;1;0,06
"metropolis";1;1;1;1;1;1;1;1;1;0,002
"max";1;1;0;1;1;1;1;0,649;1;1
"main";1;1;1;1;0,044;1;1;1;1;0,654
"lovecraft";1;1;1;1;1;1;1;0;1;1
"lineart";1;1;0;1;1;1;1;1;1;1
"lantern";1;1;1;1;0;1;1;1;1;1
"intricately";1;0;1;1;1;1;1;1;1;1
"instagram";1;1;1;1;1;1;1;0;1;1
"imagery";1;1;1;1;1;1;1;0,077;1;0,165
"hunter";1;1;1;0;1;1;1;1;1;1
"houdini";1;1;1;1;1;1;1;0;1;1
"hold";1;0,557;1;1;0,884;1;1;1;1;0,165
"historical";1;0,557;1;1;0,014;1;1;0,649;1;1
"heart";1;1;1;1;1;1;1;1;1;0,002
"hand";1;0;1;1;1;1;1;1;1;1
"grass";1;0,557;1;1;1;1;1;0,002;1;1
"giger";1;1;1;1;1;1;1;1;1;0,002
"geography";1;0;1;1;1;1;1;1;1;1
"freeze";1;0,001;1;1;0,884;1;1;0,649;1;1
"foggy";1;1;1;1;0,014;1;1;1;1;0,583
"flare";1;1;1;1;1;1;1;1;1;0,002
"fantastical";1;1;1;1;1;1;1;1;1;0,012
"face";1;1;1;1;0,192;1;1;1;1;0,165
"eyck";1;1;0;1;1;1;1;1;1;1
"edge";1;1;1;0;1;1;1;1;1;0,583
"dreamlike";1;1;1;1;1;0;1;1;1;1
"doll";0;1;1;1;1;1;1;1;1;1
"deep";1;1;1;1;0,106;1;1;1;1;0,337
"crook";1;1;1;1;1;0;1;1;1;1
"crash";1;1;1;1;1;1;1;0;1;1
"courtyard";1;1;1;1;0,192;1;1;0,649;1;0,583
"computer";1;1;1;1;1;1;1;1;1;0,03
"colourful";1;1;1;1;1;1;1;1;0;1
"cobble";1;1;1;1;1;1;1;0,649;1;0,026
"channel";1;1;1;1;1;1;1;1;1;0,03
"change";1;0,048;1;1;1;1;1;0,649;0;1
"caravaggio";1;1;1;1;1;1;1;1;1;0,002
"car";1;1;1;1;0,884;1;0,161;1;1;0,165
"brushstrokes";1;1;1;1;1;1;1;1;1;0,002
"brown";1;1;1;1;0,884;1;1;1;1;0,026
"brand";1;0;1;1;1;1;1;1;1;1
"beautifully";1;1;1;1;1;1;1;1;1;0,005
"balkan";1;0;1;1;1;1;1;1;1;1
"age";1;1;1;1;1;1;1;1;0,103;0,026
"aesthetic";1;1;1;1;1;1;1;1;1;0,002
"witcher";1;1;1;1;1;1;1;1;0;1
"witch";1;1;1;1;0,73;0;1;1;1;1
"watch";1;1;1;1;0,106;1;1;1;1;0,337
"vine";1;1;1;1;0,106;1;1;1;1;0,337
"villager";1;1;1;0;1;1;1;1;1;1
"vfx";1;1;1;1;1;1;1;0;1;1
"verehin";1;1;1;1;1;1;1;0;1;1
"university";1;1;1;1;1;0,033;1;1;0;1
"underground";1;1;1;1;1;1;1;1;1;0,012
"ting";1;1;1;1;1;1;1;0;1;1
"thick";1;1;0;1;1;1;1;1;1;1
"study";1;1;1;1;1;1;1;1;1;0,005
"steel";1;1;1;1;1;1;1;1;1;0,005
"state";1;1;1;1;0,73;1;1;1;0;1
"south";1;0;1;1;1;1;1;1;1;1
"solarpunk";1;1;1;1;1;1;1;1;1;0,005
"socialist";1;1;1;0;0,73;1;1;1;1;1
"sketch";1;1;1;1;1;1;1;0,513;1;0,06
"sit";1;1;1;1;0,044;0,014;1;1;1;1
"silver";1;1;1;1;1;1;0;1;1;0,966
"shine";1;1;1;1;0;1;1;1;1;1
"sewer";1;1;1;1;0,106;1;1;1;1;0,337
"school";1;0,296;1;1;1;1;1;1;1;0,14
"rpg";1;0,43;1;1;1;1;1;0,513;1;0,337
"rainy";1;1;1;1;1;1;1;1;0,061;0,06
"projection";1;0;1;1;1;1;1;1;1;1
"portra";1;1;1;1;1;1;1;0,036;1;0,337
"palm";1;1;1;1;1;0;1;1;1;0,337
"pain";1;1;1;1;1;1;1;1;1;0,005
"north";1;0;1;1;1;1;1;1;1;1
"nekro";1;1;1;1;1;1;1;0;1;1
"naïve";1;1;1;0;1;1;1;1;1;1
"national";1;0,43;1;1;0,73;1;1;1;1;0,337
"miyazaki";1;1;1;1;1;1;1;1;1;0,005
"maxim";1;1;1;1;1;1;1;0;1;1
"marco";1;1;1;1;1;1;1;0;1;1
"mapporn";1;0;1;1;1;1;1;1;1;1
"manga";1;0;1;1;1;1;1;1;1;1
"lviv";1;1;1;1;0,106;1;1;1;1;0,337
"lose";1;1;1;1;1;1;1;0,513;1;0,06
"landscale";0;1;1;1;1;1;1;1;1;1
"konig";1;1;1;1;1;1;1;0;1;1
"kodak";1;1;1;1;1;1;1;0,036;1;0,337
"johnson";1;1;1;1;1;1;1;0;1;1
"jar";1;1;1;1;0;1;1;1;1;1
"invade";1;1;1;1;1;1;1;0;1;1
"impossibly";1;1;1;1;1;1;1;1;0;1
"impose";1;1;1;1;1;1;1;1;1;0,03
"hayao";1;1;1;1;1;1;1;1;1;0,005
"haunt";1;1;1;1;0,73;1;1;1;1;0,06
"greek";1;1;1;1;1;1;1;1;1;0,012
"graphic";1;1;1;1;1;1;1;1;1;0,012
"galaxy";1;1;1;1;1;1;1;0,365;1;0,14
"evil";1;1;1;1;1;1;1;0,513;0,061;0,337
"establish";1;1;1;1;0,73;1;1;1;1;0,06
"engrave";1;0,296;1;1;1;1;1;1;1;0,14
"elaborate";1;0;1;1;1;1;1;1;1;0,966
"donkey";0;1;1;1;1;1;1;1;1;1
"dock";1;1;1;1;0,004;1;0,102;1;1;1
"direct";1;1;1;1;0,73;1;1;1;1;0,06
"diffuse";1;1;1;1;1;1;1;0,513;1;0,06
"demon";1;1;1;1;0,73;1;1;1;1;0,06
"deform";1;1;1;1;1;0;1;1;1;1
"daytime";1;1;1;1;1;1;1;1;1;0,005
"continent";1;0,006;1;1;1;1;1;1;1;0,654
"climate";1;0,021;1;1;1;1;1;1;0;1
"charles";1;0,43;1;1;1;1;1;1;1;0,06
"bustle";1;1;1;1;1;0,033;1;1;1;0,06
"british";1;1;1;1;1;1;0,102;1;1;0,06
"beach";1;1;1;1;1;0,033;1;1;1;0,06
"andreas";1;1;1;1;1;1;1;1;0,028;0,14
"advertisement";1;1;1;1;1;1;1;0;1;1
"adventure";1;1;1;1;1;1;1;1;1;0,012
"18th";1;1;1;1;1;1;1;1;1;0,005
"17th";1;1;1;1;1;1;1;1;1;0,005
"wonderful";1;1;1;1;1;1;1;1;1;0,012
"william";1;1;1;1;0,044;1;1;1;1;0,654
"watercolour";1;1;1;1;1;1;1;1;1;0,012
"warhammer";1;1;1;1;1;1;1;1;1;0,012
"unite";1;1;1;0;1;1;1;1;1;1
"tulip";0;1;1;1;1;1;1;1;1;1
"terrace";1;1;1;1;0;1;1;1;1;1
"tank";1;1;1;1;0;1;1;1;1;1
"svg";1;0,006;1;1;1;1;0;1;1;1
"statistic";1;0;1;1;1;1;1;1;1;1
"solidity";1;1;1;1;1;1;1;0;1;1
"ski";1;1;1;1;1;1;1;1;1;0,012
"site";1;1;1;1;0,001;0,014;1;1;1;1
"singer";1;1;1;1;0,044;1;0,053;1;1;1
"silhouette";1;1;1;1;1;0,014;1;1;1;0,14
"shield";0;1;1;1;1;1;1;1;1;1
"sheet";1;1;0;1;1;1;1;1;1;0,654
"scenic";1;1;1;1;1;1;1;0,212;1;0,327
"roger";1;1;1;1;1;1;1;1;1;0,012
"rocha";1;1;1;1;1;1;1;1;1;0,03
"riverboat";1;1;1;1;1;1;0;1;1;1
"rise";1;1;1;1;1;1;1;1;1;0,012
"rim";1;1;1;1;1;1;1;0,002;1;1
"reflect";1;1;1;1;1;1;1;1;1;0,012
"realm";1;0;1;1;1;1;1;1;1;1
"purple";1;1;1;1;1;1;1;1;1;0,03
"professionally";1;0;1;1;1;1;1;1;1;1
"picturesque";1;1;1;1;1;1;0;1;1;1
"period";1;1;1;1;1;1;1;1;1;0,012
"pc";1;1;1;1;1;1;1;1;0;1
"part";1;1;1;1;1;1;1;1;1;0,012
"parchment";1;0;1;1;1;1;1;1;1;1
"paick";1;1;1;1;1;1;1;1;1;0,03
"overcast";1;1;1;1;1;1;1;1;1;0,012
"norwegian";1;0;1;1;1;1;1;1;1;1
"mute";1;1;1;0,025;1;1;1;1;1;0,14
"monster";1;0,296;1;1;1;1;1;1;1;0,14
"minimal";1;1;1;1;1;1;0;1;1;0,654
"mine";1;0;1;1;1;1;1;1;1;1
"medium";1;1;1;1;1;1;1;0,365;0;1
"luxemburg";1;1;0;1;1;1;1;1;1;1
"lorenzo";1;1;1;0;1;1;1;1;1;1
"lone";1;1;1;1;0,001;1;1;1;0,028;1
"logo";1;1;1;0;0,554;1;1;1;1;1
"layer";1;1;1;1;1;1;1;1;1;0,012
"lava";1;1;1;1;1;1;1;1;1;0,03
"lanfranconi";1;1;1;0;1;1;1;1;1;1
"kremlin";1;1;1;1;0,001;1;1;0,365;1;1
"koidl";1;1;1;1;0;1;1;1;1;1
"kitezh";1;1;1;1;1;1;1;1;1;0,012
"italy";1;0,296;1;1;1;1;1;1;1;0,14
"istanbul";1;1;1;1;1;1;1;0;1;1
"ismail";1;1;1;1;1;1;1;1;1;0,012
"isaac";1;1;1;1;1;1;0;1;1;0,654
"include";1;0;1;1;1;1;1;1;1;1
"inceoglu";1;1;1;1;1;1;1;1;1;0,012
"hyperborea";1;1;1;1;1;1;1;1;1;0,012
"holiday";1;1;1;1;0;1;1;1;1;1
"hole";1;1;1;1;1;1;1;1;1;0,03
"hohenzollern";1;1;1;1;1;1;1;1;1;0,012
"hodas";1;1;1;1;1;1;1;1;0;0,654
"hobbit";0;1;1;1;1;1;1;1;1;1
"highlight";1;1;1;1;1;1;0,053;1;1;0,14
"group";0,083;0,296;1;1;1;1;1;1;1;0,654
"glorious";1;1;1;1;1;1;1;1;1;0,012
"giovanni";1;1;1;0;1;1;1;1;1;0,654
"georgian";1;1;1;1;1;1;1;0,365;1;0,14
"frog";1;1;1;1;1;1;1;1;0,028;0,14
"frame";1;0,006;1;1;0,554;1;1;1;1;1
"foot";1;1;1;1;1;1;0;1;1;1
"florence";1;1;0,065;1;1;1;1;0,012;1;1
"floor";1;1;1;1;1;1;1;1;1;0,012
"finnstark";1;1;1;1;1;1;1;0;1;1
"finely";1;1;1;1;1;1;1;1;1;0,012
"fine";1;1;1;1;1;1;1;1;1;0,012
"filip";1;1;1;1;1;1;1;1;0;0,654
"extraterrestrial";1;0;1;1;1;1;1;1;1;1
"explosion";1;1;1;1;1;1;1;1;1;0,03
"eternity";1;1;1;1;1;1;1;0;1;1
"enormous";1;1;1;1;1;1;1;1;1;0,012
"element";1;1;1;1;1;1;1;1;1;0,03
"eerie";1;1;1;1;1;1;1;1;1;0,012
"eastern";1;1;1;1;1;1;1;0,012;1;0,654
"detach";1;1;1;1;1;1;0;1;1;1
"debris";1;1;1;1;0,044;1;1;1;1;0,654
"czech";1;1;1;1;1;1;1;1;1;0,012
"cute";1;1;1;1;1;1;1;0,365;1;0,14
"cream";1;1;1;1;1;1;1;1;1;0,012
"cracow";1;1;1;1;1;1;1;0,212;1;0,327
"courbet";1;1;1;1;1;1;1;1;1;0,03
"contest";1;0,006;1;1;1;1;1;1;1;0,654
"construction";1;1;1;1;1;1;1;0;1;1
"confluence";1;1;1;1;1;1;1;1;1;0,012
"coast";1;1;1;1;0,01;1;1;1;1;1
"cloudy";1;1;1;1;0,044;1;1;1;1;0,654
"clay";1;1;0;1;1;1;1;1;1;1
"cimbing";1;1;1;1;1;1;1;0;1;1
"celtic";1;1;1;1;1;1;1;1;1;0,012
"caribean";1;1;1;1;1;1;1;0;1;1
"brutalist";1;1;1;1;1;1;1;1;1;0,012
"botanical";0;1;1;1;1;1;1;1;1;1
"beksi";1;1;1;1;1;1;1;1;1;0,012
"beautifull";1;1;1;1;0;1;1;1;1;1
"base";0,083;1;1;1;1;1;1;0,365;1;0,654
"balcony";1;1;1;1;1;1;1;1;1;0,012
"babylon";1;1;1;1;1;1;1;1;1;0,012
"aztec";1;1;1;0;1;1;1;1;1;1
"audubon";1;1;0;1;1;1;1;1;1;1
"astronaut";0;1;1;1;1;1;1;1;1;1
"arthur";1;1;0,065;1;0,044;1;1;1;1;1
"armor";1;0,163;1;1;1;1;1;1;1;0,327
"approach";1;1;1;0;1;1;1;1;1;1
"apocalypse";1;1;1;1;1;1;1;1;1;0,03
"angel";1;1;1;1;0,357;1;1;1;1;0,327
"anato";1;1;1;1;1;1;1;0;1;1
"ambiance";1;1;1;1;1;1;1;1;1;0,012
"alsp";1;1;1;1;1;1;1;0;1;1
"alley";1;1;1;1;0,554;1;1;1;1;0,14
"afternoon";1;1;1;0;1;1;1;1;1;1
"4d";1;1;1;1;1;1;1;0;1;1
"zelensky";1;1;1;0;1;1;1;1;1;1
"worth1000";1;1;1;1;1;1;1;0;1;1
"worksite";1;1;1;1;1;1;1;0;1;1
"wild";0;1;1;1;1;1;1;1;1;1
"width";1;1;1;1;1;1;1;1;1;0,03
"wholesome";1;1;1;1;1;1;1;1;0;1
"whimsical";1;1;1;1;1;1;0,018;1;1;0,327
"whelan";1;1;1;1;1;1;1;1;1;0,03
"western";1;1;1;1;0;1;1;1;1;1
"weep";1;0;1;1;1;1;1;1;1;1
"wayne";1;1;1;1;1;1;1;1;1;0,03
"waterhouse";1;1;1;1;0;1;1;1;1;1
"warn";1;1;1;1;1;1;1;1;1;0,03
"warcraft";1;0;1;1;1;1;1;1;1;1
"volatile";1;0;1;1;1;1;1;1;1;1
"visual";1;1;1;1;0,357;1;1;1;1;0,327
"visible";1;1;1;1;1;0,003;1;1;1;0,327
"victor";1;1;1;1;1;1;1;0,212;1;0,327
"vibrante";1;1;1;1;1;1;1;1;1;0,03
"vatican";1;0,163;1;1;1;1;1;1;1;0,327
"vasnev";1;1;1;1;1;1;1;0;1;1
"vasnetsov";1;1;1;1;1;1;1;1;1;0,03
"ussr";1;1;1;0,007;0,01;1;1;1;1;1
"ureal";1;1;1;1;1;1;1;1;1;0,03
"unify";1;1;1;0;1;1;1;1;1;1
"unforgiving";1;0;1;1;1;1;1;1;1;1
"ultrarrealistic";1;1;1;0;1;1;1;1;1;1
"ukranian";1;1;1;1;1;1;1;1;1;0,03
"ue5";1;1;1;1;1;1;1;1;1;0,03
"turn";1;1;0,024;1;0,01;1;1;1;1;1
"turini";1;1;1;1;1;1;1;0;1;1
"touch";1;1;1;0;1;1;1;1;0,008;1
"teal";1;1;1;1;1;1;0,018;1;0,008;1
"tarot";1;1;1;1;1;1;1;0,212;0;1
"tardis";1;1;1;1;0;1;1;1;1;1
"tag";1;1;1;1;1;1;0;1;1;1
"tactic";1;0;1;1;1;1;1;1;1;1
