"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"mass";"chi.distance";"inertie"
"geometric";0,425317844909777;-0,519585909575352;-1,55156863539887;0,74201485628634;-0,714174333833735;-1,62600481377175;2,37019978977643;0,159490304513566;-2,38060937535367;0,0309993352287682;-0,0504556360542137;1,01423186954909;-0,00446896971132045;0,0978180871866008;-0,119498630052902;-0,356842483497577;0,170654663975755;-0,164251672224569;-0,373961926457841;0,545117992251645;0,0366808886554831;-0,547512074140653;0,00712948142765454;-0,0116042011067122;0,233261365894552;-0,00102781031665613;0,0174299045590036;0,0227530041839137;0,191589096858225;0,0362176749766244;0,0317574969290918;0,148384461899401;0,294275840009684;0,00123946396957144;0,225350064560836;3,42596929553313e-05;8,47506919593552e-05;0,0308836524366343;3,29232099849025e-07;0,000106188276835615;0,000158476216547516;0,00141316003816784;0,000323202391274785;0,000299404167283798;0,00155200464979194;0,00329776173646319;1,49319985327536e-05;0,00332679196064364;5,64097435502023e-07;1,49440645499664e-06;0,000603842769073516;1,17236862290336e-08;0,000587015223261457;2,75972061211783;0,00447074190326852
"dragon";0,238245435510459;-0,449596627624985;-1,39372622712548;-0,786497054445994;0,940597753922236;-0,693706100775906;-2,627246313081;0,905134116596393;-0,341508877427871;0,441708865380629;-0,17805935488439;0,396421622646139;-0,0724476823164775;0,0676205468056839;-0,127607774465246;-0,395577482413132;-0,223229296161534;0,266967273929693;-0,196892694948803;-0,745684096331639;0,256901727269569;-0,0969295255591755;0,125369012598124;-0,0505380970483322;0,112515259028967;-0,0205626264467494;0,00760846662128827;0,023700104919795;0,215062115761259;0,0566069465210165;0,0766347641157667;0,0375730077583311;0,502998213128305;0,0555355866501121;0,00645157224502603;0,0096767851613955;0,00146836368590461;0,0065637039184614;0,000120369513338598;2,88769043963679e-05;0,000102836561594837;0,000988226288510408;0,000314699214044493;0,000450100330719924;0,000244823152087749;0,00351158382439519;0,000416799632033324;5,93342493525842e-05;9,92598670538081e-05;1,61298767347859e-05;7,99495690415283e-05;2,67024094037413e-06;0,000508746526826596;2,33978006357389;0,00278516885284201
"david";0,101661822220739;-0,627569920291456;-1,15708667537937;-1,88560082068414;-2,1965980123331;2,39727010486908;0,877033699555992;0,314135616287606;0,884260228092858;2,75222934563194;-0,297365526219813;1,62278463631063;0,118055046403882;0,0192705876698611;-0,118959516008726;-0,219332486202254;-0,357426565170726;-0,416377885497634;0,454416443804336;0,166246821348718;0,059546226908583;0,1676166517204;0,521701025360385;-0,0563673591308525;0,30760823404706;0,022378018334708;0,000698303000070625;0,0232760126073733;0,0747172569758697;0,1640042910441;0,210668347655095;0,226172104759178;0,0282538469529434;0,00337178611847229;0,021802280349078;0,189368734053213;0,0020642649972846;0,0554416636045408;0,000161107882780001;4,04458423560489e-06;0,000154128284293282;0,000523950054529989;0,00139141801548339;0,00188824906186583;0,00224901340574454;0,000301016753475862;3,86182387275051e-05;0,000305997789295517;0,00296433544826737;3,46050390106782e-05;0,0010305756568097;5,45415175573228e-06;0,000391343482174304;3,29560348262919;0,00425038246574479
"crystal";0,0247679687796109;-0,368304631058871;-1,01778465387318;-1,10997891490879;-1,20143244368587;-2,05753183359539;-3,20532091598103;0,740638193977767;0,323309393833116;1,82001044877001;-0,292674870382649;0,892442170137905;-0,118078344385532;0,0051403170222891;-0,0764375383894344;-0,21122990859209;-0,230363804212502;-0,249343969073991;-0,427017895663636;-0,665228780483606;0,15371123686959;0,067099276302158;0,377722968476039;-0,0607414209704047;0,185216467260121;-0,0245058498340937;4,85848819182491e-05;0,00939703716513469;0,0677630853352812;0,0666158221925133;0,0738735666972874;0,195294704440307;0,44236453446543;0,021970002666398;0,00341641502278788;0,0970686604450045;0,00234394447751975;0,0196547211265912;0,000188921083825538;3,60105825617997e-07;7,96276178488304e-05;0,000608080617731628;0,000723233979303075;0,000847321204990219;0,00248509211027574;0,00603104264142692;0,000322004227123224;6,13600932223633e-05;0,00194445155185223;5,02828903182603e-05;0,000467530051485415;8,18445705758324e-06;0,000587015223261457;3,04395924171318;0,00543909983086784
"circle";0,268239961822365;-0,520732506763173;-1,21123930246221;-0,388785475095159;-0,683069570010584;-0,972261072984677;1,06529368638206;-1,14108781865619;1,62831039716125;4,39728079551974;-0,217792271666307;1,10032226657995;0,127840405082426;0,0497490744100059;-0,0965775570898175;-0,224642270961924;-0,0721060255102745;-0,126685370199132;-0,180320218274926;0,197574494539432;-0,211631639122702;0,301994283628053;0,815540861293701;-0,0403928029792461;0,204071063622215;0,0237098968469977;0,00580415367754612;0,019132756354213;0,0977491210946408;0,00832414380768112;0,0243215814659318;0,0444155162051353;0,0497676976129869;0,0531162756918507;0,0882632561961795;0,577126809351867;0,00132200457308447;0,0304311314032401;0,000225552565643102;3,37898534583637e-05;0,000127341138934696;0,00068896833146596;7,09838276421406e-05;0,000219113546342634;0,000443920444898672;0,000532939680622458;0,000611473287622846;0,00124512726466721;0,00908045790066766;2,22753368751553e-05;0,000568563733572563;7,6749512800714e-06;0,000469612178609165;3,016150751484;0,00427213964184754
"astronaut";-0,00412809456180863;-0,688857607978757;-1,16339062095431;-2,79262136809335;-3,32504250595342;4,51970814336335;0,667237525183984;2,19294744125638;-0,931157901451898;-0,629612001630352;-0,157890004509431;0,601185441232465;0,038806126672835;-0,000595740013262417;-0,0994114922438654;-0,167893039652909;-0,403013125294287;-0,479848713961369;0,652255162510097;0,0962914211752295;0,316472047376134;-0,13437870965759;-0,0908615480060873;-0,0227856682961353;0,0867592099382736;0,00560025020565638;5,835983025355e-07;0,0142144441381138;0,0382848428829381;0,182333481856307;0,24466910717312;0,407485820752458;0,00828881734307117;0,0832853709164179;0,0122539194009241;0,00502309795180132;0,000294971531075703;0,00385671907737792;8,82337809110376e-06;1,00034231076003e-08;0,000278553283804376;0,000794512035920126;0,00457797564211537;0,00648998610714809;0,0119914070957529;0,000261342649599058;0,00282296705677195;0,000508974506380642;0,000232699451686873;1,46338513231253e-05;0,000212161351749231;8,83995304278237e-07;0,000587015223261457;4,62904757477271;0,0125786100161483
"ussr";0,259718737524011;-0,517257964930945;-1,07648549768152;-0,425152603734103;-0,50620216179906;-0,685602917803619;0,483925576555422;-0,958343692458125;1,9443307646385;2,51404256051601;0,238576265499184;-3,03542464824903;0,104741405626754;0,054230594417137;-0,108006096027671;-0,224775651449866;-0,0887740277744204;-0,105697588057407;-0,143157379098135;0,101046123666107;-0,200107041152983;0,405986160702495;0,524944883632665;0,049815938638795;-0,633812117494048;0,0218705386502974;0,0073284592182947;0,0254259213621146;0,103988061583179;0,0134067453815763;0,017989706937315;0,0297459878301772;0,0138318464538131;0,0504598806666983;0,169496218290065;0,254075193957195;0,00213656772555236;0,311911489358138;0,000203921235879603;7,91928414914874e-06;3,14118658025871e-05;0,000136049116743861;2,12211563959481e-05;3,00834299624359e-05;5,51854609127111e-05;2,74939103406055e-05;0,000107825613377013;0,000443833067231212;0,00074203537699126;6,68242098300046e-06;0,00108172850098201;1,28800086713907e-06;0,000117403044652291;2,59893826012576;0,000792996526428855
"small";0,386916828308728;-0,85701686059575;-0,957541360905515;-0,674517015581797;1,35048047550629;0,0233064801955312;0,0564459576897794;-0,392301429671737;0,467295832886195;-0,103280622031213;0,34475371122216;-3,49611766815677;0,0871327441186785;0,0943537192129848;-0,208992533560529;-0,233506485351442;-0,164488035764119;0,329328802124021;0,00568352919107844;0,0137649377150374;-0,0956668106267132;0,113954980966506;-0,0251860609265096;0,0840718017060112;-0,852564894214445;0,0212482318455033;0,0211942378297804;0,0909531017470562;0,107215766986463;0,0439739978556764;0,166851138028474;4,47932854835029e-05;0,000245225232444441;0,0110184341210861;0,0127579233801042;0,000558767528954781;0,00581375261114601;0,539188968520089;0,000183892873241544;6,44445251952156e-05;0,000316176452580884;0,000394698862610756;0,000195855877877475;0,000785104397212098;2,33832121870291e-07;1,37156527745001e-06;6,62507153346918e-05;9,4001461658546e-05;4,5918583242162e-06;5,11644947918436e-05;0,00526166110615494;3,26823723532118e-06;0,000430477830391735;2,27671010180516;0,00223134261199383
"meet";0,446599588189893;-0,562226826373574;-1,60751448204174;-1,31593802443743;2,64838755844181;0,479334796703995;0,268133323507095;-2,36069714134408;-1,93393697812481;-0,330548305261396;-0,255722826501919;1,92776158805817;0,134572929061264;0,088667955540338;-0,111624606387413;-0,319156189108533;-0,261266551358854;0,525811300537194;0,0951672092116107;0,0532352340582569;-0,468693197907515;-0,38396416505712;-0,0656271147800284;-0,0507712519458944;0,382738102099713;0,0267181314234969;0,01416185294151;0,0196319205701312;0,151549406102056;0,0839424966642534;0,3218225783904;0,0095025098952384;0,00277524880355893;0,20010665133902;0,109592715115401;0,00287054407045007;0,00160427390041281;0,0822198043741178;0,000219997833448474;0,000109275493695431;0,000173184599073198;0,00141578050873224;0,000948761412681244;0,00384281271224245;0,000125882121967583;3,93901580420868e-05;0,00305328039385206;0,00204913596427109;5,98626599442937e-05;3,58282117918768e-05;0,00203607037786154;9,92205319554614e-06;0,000547880875044026;3,21482469174973;0,00566240242560844
"machine";0,420828306150322;-0,523946353126442;-1,51063299687828;0,355743038720382;-0,638395590805352;-1,63240099850404;1,83104086142344;0,636491575720804;2,02045610926376;-2,80890580851786;0,0584579281586476;-0,301640036847846;0,0926013359872613;0,0902029884818558;-0,112305959854546;-0,323798586801927;0,0762522025139928;-0,136837729978441;-0,349899106865762;0,392476825629187;0,136429611398415;0,433077282322622;-0,602078554577668;0,012530240345772;-0,0646554244850004;0,0198487533309598;0,0162974118988549;0,0220972695935144;0,173455347825063;0,00795076909174922;0,0242358636102568;0,142836575597981;0,167734239461568;0,018853483538902;0,155031947614285;0,268654433283972;0,000108655489979343;0,0026089939665261;0,000135009027349096;2,07916639835655e-05;3,22294581013382e-05;0,000267915162750846;1,48577203770216e-05;4,78474852690151e-05;0,000312847769723748;0,000393618436528272;4,75625006023032e-05;0,000479267744232918;0,000926304368308072;4,01204871983909e-07;1,06821169916922e-05;1,00673197980186e-06;0,000117403044652291;2,82386961398488;0,000936200007449665
"large";0,320865821595362;-0,512892749738498;-1,36521867091294;-0,975587469236356;1,46950979550163;-0,248953817957465;-0,877240763805789;0,0677945862509175;0,12175860879729;-0,133690711477937;0,196526635566211;-2,5418613739815;0,0354850251465714;0,0899987525842359;-0,143859846014309;-0,382926348390634;-0,273639787595728;0,412178672841776;-0,0698283567749698;-0,246054796568911;0,0190155129773883;0,034151730008711;-0,0374985319573444;0,0551232037198422;-0,712959553507313;0,00995309498136285;0,0160515414256298;0,0358739470519535;0,240013279578776;0,101304752348715;0,217562873040237;0,00562839256524545;0,0652265386775371;0,000362374298676321;0,000953855940176661;0,00103105824795788;0,00208050492033102;0,313877294255404;3,35876493607141e-05;4,83488633669942e-05;0,000123535697288452;0,000875273519074529;0,000446963210643446;0,00101410826395738;2,91056252380222e-05;0,00036139068963295;2,15838731652632e-06;6,96207512992671e-06;8,39347536593443e-06;1,81376989724764e-05;0,0030341921079509;5,91329554879414e-07;0,000469612178609165;2,16952222773158;0,00221038313933615
"kingdom";2,94814592470741;0,778119008625243;-0,377247452838578;-1,12468491441643;3,09780578851317;0,837441542951856;-0,331520483998781;0,913354282155454;-0,266507021629625;0,0686472627523858;-0,0524135784787955;0,430785389709472;0,0648237580967112;0,625506853219243;0,16509317548912;-0,0800404298621862;-0,238623914706527;0,657260122173069;0,177679612090053;-0,0703385585448517;0,193785985326381;-0,0565446801880825;0,0145648602216395;-0,011120566409373;0,0913995509081661;0,0137536288828524;0,499970285433033;0,0304645318024998;0,00676176200375341;0,0496747336956711;0,356717654615308;0,0234980712526561;0,00343703436985129;0,0242673476948128;0,00168607605677917;0,000100300615185312;5,45996611428038e-05;0,00332624721112577;4,13555881801665e-05;0,00476194190534045;0,000331724990497203;7,79720177444812e-05;0,00069302337079883;0,00525768441462214;0,000384233425823277;6,02153030309947e-05;0,000457051016563373;3,89137829644467e-05;2,58185941249683e-06;1,50512914042735e-06;0,000101673569749931;2,30226097103796e-06;0,000547880875044026;3,57170758704193;0,00698936841946779
"jonathan";0,529240562809691;-3,72200437829634;2,57737080481739;0,191754038149948;0,24483173563738;-0,161598049799081;0,0737045368308457;0,236755256034809;0,219954018558373;0,446205005218677;0,0603642079976379;0,493405467226821;0,0868032493403404;0,114238172295958;-0,803405875008528;0,556333264608773;0,0413906876909138;0,0528476688384876;-0,0348814266193659;0,0159093466547151;0,0511043363480884;0,0474777385464597;0,0963146966568006;0,0130297964259079;0,106503058793499;0,0187367432710492;0,0154181256951017;0,667014557888138;0,302023094408787;0,00138178966384164;0,00213221378922085;0,00083728736902953;0,000162566358342868;0,00156035036736634;0,0010990127893731;0,00405513313522464;6,93011486083407e-05;0,00417560685679348;7,09605301736443e-05;0,000153459007808228;0,00758996721671819;0,00363948513745356;2,01453667301437e-05;3,28413925117586e-05;1,4307322654253e-05;2,97628546520146e-06;3,07103947732756e-05;2,65063508754229e-05;0,000109082483213352;1,99638893674125e-06;0,000133381026542889;4,12817506142443e-06;0,000547880875044026;3,65120610451673;0,00730396760643537
"iconic";0,470241332099333;-0,526651142507792;-1,79193160069311;1,11924963197159;-0,925158213305887;-2,72370481403275;3,64113019629332;3,04245369082246;-1,9395081268481;-0,487001417401571;0,0138410393651558;1,05625767453607;-0,0438307834376339;0,073558114343027;-0,0823820925874946;-0,280305240269318;0,175080085026567;-0,144719081446821;-0,426059081733277;0,569568544987482;0,47591979095876;-0,303390091056024;-0,076179832569192;0,00216510265421203;0,165226485839428;-0,00685628752678183;0,00973176281785497;0,0106770726006062;0,116722285059853;0,037638421742304;0,0243417570499846;0,190172172123797;0,317204421419746;0,206013368495342;0,0683198230763444;0,00386208007080947;2,91301960632492e-06;0,0152994572074572;1,44653162944381e-05;0,000121151205173708;0,00015196102072816;0,00175925582365578;0,000686341186606643;0,000468940949206072;0,00406449148028774;0,00726371101197613;0,0050714727214491;0,0020609589808452;0,000129941115630883;1,04959933859393e-07;0,000611259885345315;1,05255453663345e-06;0,000547880875044026;4,08342006332041;0,00913554071104715
"heraldic";0,0421786395195891;-0,340168213623429;-1,13754525602267;-0,854548768831501;-1,3300564906457;-2,72070754082117;-3,19969558573159;1,86247258536676;-1,64991138988567;-0,440914972214035;-0,232309908203868;0,853374912532589;-0,217561880105018;0,00786415853380479;-0,0634239698237162;-0,212093996739394;-0,15932962915595;-0,247987493681392;-0,507272772873551;-0,596579539613225;0,347255858487021;-0,307624069542714;-0,0822080863895319;-0,0433139135803651;0,159110765007279;-0,0405641608061795;0,000111929976557882;0,00636802784016964;0,067244946436101;0,0313662463922048;0,0719236038107411;0,271270127227136;0,350183355705615;0,110366834935644;0,0706799326726509;0,00452565950854966;0,00117314805991498;0,0142766847999432;0,000509502634769642;9,7470069440489e-07;6,33977141563249e-05;0,000708962898015712;0,000400091980446917;0,000969228808997866;0,0040555509457808;0,00560923280158508;0,00190049144278161;0,00149144547891216;0,000106511336364225;2,95679766874986e-05;0,000398993557655072;2,5932939515815e-05;0,000547880875044026;3,41521758633414;0,0063903242777006
"grey";0,278399917672366;-0,511162878825886;-1,01155483708423;-0,421607961944797;-0,338463177569558;-0,550297867784167;0,290137134057944;-1,25332211601475;0,925210685113621;-0,164285294417756;0,577140031495417;-5,82389093673594;0,0720610421100615;0,044722566768501;-0,0821139466167988;-0,162497636923654;-0,067727714813471;-0,0543712159977986;-0,0884006480328927;0,0466080502408708;-0,201335483446059;0,148627187054774;-0,0263910280940798;0,092712612162854;-0,935558291282116;0,0115759903742776;0,00577939957726841;0,0170419524123661;0,0630208687700887;0,00904877293530455;0,00551997816544375;0,0131527676855049;0,00341246376243171;0,0592335082698199;0,0263414334116654;0,000744651044456869;0,00858149584867739;0,788056461280598;6,62468363734093e-05;9,09950074276762e-06;3,06759467017064e-05;0,000120131865741224;2,08687755146455e-05;1,34493784569893e-05;3,55528990671703e-05;9,88293623754833e-06;0,000184418619319654;0,000100498745178462;3,16866801885439e-06;3,91058524581691e-05;0,00398204191010782;6,09649801196108e-07;0,000117403044652291;3,13708841389415;0,00115540136773634
"foreground";-0,469008979333796;0,484202505789291;0,234845922340707;-0,0148532601414434;0,0117172178799872;-0,0747816226323851;0,144633570758933;-0,173893543912711;0,455581601718537;0,529213690482736;3,16027195574972;-0,203036551820835;-0,65162523020791;-0,138258354328066;0,14273722798878;0,0692298275175967;-0,00437856713634702;0,0034540986053008;-0,0220447465501029;0,042636282789567;-0,0512617801983183;0,134300120661273;0,156005998089753;0,931611161158867;-0,0598527976224843;-0,192091486382978;0,0520488217270532;0,0485242542224338;0,010778929760333;3,5638525572073e-05;2,09926655619972e-05;0,00077075318588474;0,00269093806362848;0,00361837052158591;0,0202672371638401;0,0245200659577864;0,816495102698603;0,00303936876736469;0,0171895267403523;0,000120517039789465;0,000128451803411607;3,0217058715642e-05;1,2087311531372e-07;7,5220315730415e-08;3,06390933234666e-06;1,14610486857399e-05;1,65673503934297e-05;0,000113715193579697;0,000153443424361954;0,00547186098227894;2,25857542853725e-05;0,000232638679176972;0,000547880875044026;1,76106231401769;0,00169916513262422
"edward";0,289644808554433;-0,505964458151852;-1,04779549508257;-0,661935349229794;-0,337263554909694;-0,510551342103116;0,560234435106112;-3,07567848317548;-0,713853232525067;-0,367942047946322;0,212224364613719;-2,44087102984039;0,099263192164248;0,0670127499576633;-0,117060857713328;-0,242419872357347;-0,153146566884655;-0,0780299097635943;-0,118122087530789;0,129616858333517;-0,711594570508136;-0,165158382835927;-0,085127741736492;0,0491006151698742;-0,564724362980799;0,022965712762817;0,00950357380696954;0,0253659827073613;0,102723430567419;0,0338855211022059;0,00832653418141291;0,0171993197687713;0,0193291141518964;0,541919595874239;0,0238224773659586;0,00567446866533839;0,00176279585446116;0,210296221964624;0,000190963989339355;2,62651321167876e-05;8,01471554534958e-05;0,000343717105471865;0,000137176349253698;3,56112254436893e-05;8,16069104757306e-05;9,82624732215129e-05;0,00296162427327315;0,000159538664763116;4,23844873469053e-05;1,41006319213233e-05;0,00186525304561157;3,08478263018399e-06;0,000313074785739443;2,54519634013273;0,00202810610412085
"composition";0,291251221537586;-0,50522182662699;-1,05297273193947;-0,696267833127651;-0,337092180243999;-0,504873267005823;0,598819763827279;-3,33601510705558;-0,948005220759165;-0,397035869878975;0,16009355505919;-1,95758247171245;0,10314921360056;0,0673253944887725;-0,116786664798969;-0,243404316690898;-0,160948703623248;-0,077921953062363;-0,116706092041629;0,138422687515295;-0,771150527428904;-0,219140112539546;-0,0917784873988773;0,0370070954297408;-0,452513165289296;0,023843887967928;0,00918677803873218;0,0241795457990231;0,0991797407327961;0,0358432962552441;0,00795234214026138;0,0160793850675744;0,0211123638326567;0,60951059909882;0,0401663879337145;0,00631681425759716;0,000959028452964028;0,129316576414805;0,00019714197580766;4,64752411325442e-05;0,000139846097029874;0,000607463782683562;0,000265606564249827;6,22563273096363e-05;0,000139653200028171;0,000196461923598099;0,0060973645021345;0,000492388157171873;8,63665615617641e-05;1,40421574453434e-05;0,00209955026297427;5,82932116502157e-06;0,000547880875044026;2,60306588773857;0,00371241451973212
"top";0,269277617094075;-0,513685996770286;-1,06557991688934;-0,495179171222112;-0,449933723304821;-0,62872448611386;0,499358258996461;-1,59662727576536;1,1189755032743;1,56092386708518;0,243307693607055;-2,96253714236821;0,101907847433542;0,0640988971422297;-0,122277916099053;-0,253650853816242;-0,117872547691373;-0,107102312335379;-0,149661700816872;0,118867338570345;-0,380061471978966;0,266361149742335;0,371562625527058;0,05791701142759;-0,705202926325485;0,0242581641248948;0,00983920135268692;0,0313192250651839;0,127260140208323;0,0227149424318343;0,0177511468396493;0,0312433114992544;0,0183950388486733;0,174929863822724;0,0701155109389514;0,122330199783963;0,00277540971019909;0,371084911201158;0,000241098297397049;2,55388375380883e-05;9,29385876218423e-05;0,000399919580225451;8,6362529038076e-05;7,13013422417115e-05;0,000139226326261192;8,78264014969588e-05;0,000897858095701535;0,000441003232197851;0,000858151679627649;2,08502995309928e-05;0,00309120795519902;3,65776559765359e-06;0,000352209133956874;2,32551608921772;0,00190475583027019
"symmetry";0,16913978592525;-0,331236966058478;-0,905078028460923;-0,343290037674121;-0,378152539659825;-0,620675429436005;0,568465691749654;-1,5108102584314;1,66953878287365;-0,153581739908515;-0,153152037469468;-1,08227056969905;0,770066119577478;0,0569911344819188;-0,111609284443368;-0,304963278476907;-0,115670530126101;-0,127417343734588;-0,209134691019669;0,191542779303146;-0,509062904058416;0,562545995769331;-0,0517488983754628;-0,051604111450512;-0,364667764276351;0,259471427971447;0,00687375567183325;0,0230587813244213;0,162568196914871;0,0193309191529448;0,0222027397848569;0,0539148767849511;0,0422112248046457;0,2773447314793;0,276381627431522;0,00209697189564845;0,00194717138127196;0,0876921233346765;0,0243768800390536;7,83696122881365e-06;3,00561771136609e-05;0,000224402757532148;3,22833463688842e-05;3,91733026555875e-05;0,000105532263176104;8,85247406909125e-05;0,000625282098339564;0,000763570548766662;6,46152920726677e-06;6,4254226927306e-06;0,000320869060472623;0,000162447180356428;0,000273940437522013;1,74762298606987;0,000836665076902061
"solter";0,552847038623721;-3,96758562761598;2,86842600663997;0,239753724723999;0,328409571475491;-0,100473821488047;0,0123354656985741;0,28330464844863;-0,0694780510670017;-0,124909861332467;0,0987423214200164;0,335859124034671;0,0803956429311253;0,111282720972905;-0,798636319791532;0,577386200210067;0,0482600882101036;0,0661056461445792;-0,0202244010740659;0,0024830090269138;0,0570264647200066;-0,013985254564948;-0,0251431377475207;0,0198758669851163;0,0676051684733592;0,0161828594072129;0,0145034188578218;0,65338513208358;0,322484409728426;0,00186216734334444;0,00330721184590122;0,000279025071671949;3,92544061888196e-06;0,00192604020104731;9,45299171452383e-05;0,000273945879316031;0,000159853873026431;0,00166786565921284;5,24740988884237e-05;0,000155493211188324;0,00800855336993869;0,00418589914383401;2,92436907896295e-05;5,48697611347906e-05;5,13579049259794e-06;7,7412761006891e-08;4,08327714876463e-05;2,45582102065885e-06;7,93770418171053e-06;4,96030205895119e-06;5,73872956429918e-05;3,28826252220941e-06;0,000508746526826596;3,93250071273612;0,00786754213296722
"rembrandt";-0,0487519448242856;-0,340650735946087;-0,962447836880985;-1,50642607140014;-1,51839965489402;-1,84911816449994;-4,29974104221129;1,23941023535578;-1,00074147165694;-0,402699798960373;-0,24014770372564;0,361377988297769;-0,202526138875499;-0,00883401050088883;-0,0617270180570142;-0,174398669185582;-0,272969289359145;-0,275138941517627;-0,335066207952375;-0,779127020571199;0,224585153956522;-0,181337599990235;-0,0729705094954411;-0,0435155426952288;0,0654828633999905;-0,0366983931406031;0,000137636862609238;0,00587794818607026;0,0443063814262161;0,0897168643454776;0,0862766064999396;0,115333952552153;0,582039383804647;0,0449861226290726;0,0239336136989532;0,00347475832963778;0,00115388846690856;0,00235646295169505;0,000406380246618298;1,20916438828914e-06;5,90364344972387e-05;0,000471254878226414;0,00115450841825706;0,00117293420168941;0,00173952544991537;0,00940559031780967;0,000781504735630288;0,000509501248785789;8,25019631775299e-05;2,93398800477857e-05;6,64392695785173e-05;2,08671733284402e-05;0,000508746526826596;3,55978345573735;0,00644686562331771
"palace";0,0786362871113346;-0,6538476386524;-1,1210365821212;-2,49610161995303;-2,54695411706849;3,61747898948118;0,906656273951733;-0,607267346454599;-1,63414947422783;-0,669540610794087;-0,241787042201155;1,44774104942473;0,0956056129040135;0,0134925296238926;-0,112188138048014;-0,192349103058775;-0,428284781601903;-0,437010127736415;0,620692357464427;0,155565414954828;-0,104195823107221;-0,280389766618436;-0,114880761254001;-0,0414861757772667;0,248405535340604;0,016404151463706;0,000308226335364971;0,0186394494014314;0,0517397492886705;0,212019513529855;0,208946920262414;0,379938016050299;0,0222754242155955;0,00929567934256442;0,0549314304388026;0,0082677721052167;0,00100680617562734;0,0325530639393855;7,7948914769999e-05;2,17794352349651e-06;0,000150575298835435;0,000442629325953345;0,00219444721458104;0,00228477194341444;0,00460906305146324;0,000289524924347996;0,000129885440873091;0,00094055494607568;0,00015788994112326;2,05904889440554e-05;0,000738214194642698;3,21934406796731e-06;0,000352209133956874;3,83695888433539;0,00518531214811264
"jordan";-0,0762927530674476;-0,323604468640195;-0,957173062455346;-1,5855262913462;-1,60248943320933;-2,01054007901483;-4,72095128883094;1,44225380125738;-1,16426424337622;-0,420972861355671;-0,309258921696534;0,878942612461345;-0,227481947795762;-0,0125473705660215;-0,0532211123808757;-0,157419998985006;-0,260761148599565;-0,263550965697035;-0,330660389027186;-0,77642400966617;0,237198058361207;-0,191478932284634;-0,0692346556821497;-0,0508617940152734;0,144553948067252;-0,0374124694851476;0,000281728059934868;0,00443352097697913;0,0366273478608041;0,0830688106732439;0,0803200310919724;0,113963550993474;0,586461446470877;0,0509148475367401;0,0270757351938094;0,00317382250018832;0,00159942576426574;0,0116512070949752;0,000428525782734762;2,96120198089997e-06;5,32758610578305e-05;0,000466103531067659;0,00127893464826637;0,00130644703111644;0,00205649153998452;0,0113386277121938;0,00105824162932485;0,000689611629525188;9,01591183021075e-05;4,86570676020716e-05;0,000393027100849405;2,63266338765859e-05;0,000508746526826596;3,89374271833103;0,00771322430380882
"historical";0,0374525763344107;-0,354547444965761;-0,986383810637063;-1,28140371825014;-1,09453295307823;-1,97863569799901;-3,33454136179695;-0,549180094999241;-1,55514897890676;-0,454070088916094;-0,269424417554442;0,916049084979656;-0,135801453523577;0,00783830931483486;-0,0742019057811167;-0,206436570394629;-0,268180181014564;-0,229070699032907;-0,414101248571274;-0,697873662508519;-0,114935843551019;-0,325471300518279;-0,0950306268855753;-0,0563868264469867;0,191716479302517;-0,0284213771735636;0,000110867644235281;0,00869053194881814;0,063517632442457;0,0886014745144424;0,0611883996916246;0,180239542633902;0,477782830728092;0,0120550365634083;0,0788858357089194;0,00602973350438104;0,00198230926795578;0,0206664206490498;0,00024938470271228;7,13616450636059e-07;6,39514178183675e-05;0,000494986470650398;0,000835359502167594;0,000609479552689074;0,00199174225844905;0,00565683713129379;0,000153437330163342;0,00123039754650067;0,000104893178625895;3,69296645430733e-05;0,000426912575400026;9,38232114149071e-06;0,000508746526826596;3,04704105106126;0,00472343635459955
