"";"";"";"";"hyper";""
"152";"plateau";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"239"
"153";"megalopolis";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"240"
"154";"madgwick";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"241"
"155";"isolate";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"242"
"156";"heade";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"243"
"157";"ferreira";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"244"
"158";"district";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"245"
"159";"benoit";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"246"
"160";"belledin";"-0.0362387160119374";"-0.732121246131035";"0.982607037688283";"247"
"161";"demonstration";"-0.0796305894887402";"-0.289561403849292";"0.981832393762232";"248"
"162";"shape";"0.249564098564523";"-0.469694908825734";"0.977100958662037";"251"
"163";"empire";"0.584812883021908";"-0.627153229052021";"0.976893636947389";"252"
"164";"palace";"0.0786362871113346";"-0.6538476386524";"0.976789172517527";"253"
"165";"screenshot";"0.734966371581111";"-0.55816380385402";"0.970759164196899";"255"
"166";"letterism";"0.734966371581111";"-0.55816380385402";"0.970759164196899";"257"
"167";"communism";"0.552847038623721";"-3.96758562761598";"0.969278983583013";"260"
"168";"class";"0.552847038623721";"-3.96758562761598";"0.969278983583013";"261"
"169";"baroque";"0.301722654316653";"-0.500380969279741";"0.968494696786513";"262"
"170";"high";"0.188492091263082";"-0.486106241494693";"0.968022196134524";"264"
"171";"shoulder";"-0.664149218889277";"0.745570479694291";"0.966873087406046";"265"
"172";"iconic";"0.470241332099333";"-0.526651142507792";"0.965675764325324";"266"
"173";"paper";"0.491295518414976";"-0.542682648829244";"0.964338619623095";"267"
"174";"crystal";"0.0247679687796109";"-0.368304631058871";"0.963245760972235";"268"
"175";"middle";"0.567813151817119";"-0.544023248548878";"0.961510044291457";"269"
"176";"foreground";"-0.469008979333796";"0.484202505789291";"0.961399151281296";"270"
"177";"space";"0.36310378612263";"-0.565798397949277";"0.961193436711723";"271"
"178";"jean";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"273"
"179";"wyeth";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"274"
"180";"shusei";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"275"
"181";"neoclassicism";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"276"
"182";"nagaoka";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"277"
"183";"gilleard";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"278"
"184";"giancola";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"279"
"185";"donato";"0.308386293357878";"-0.497300423695129";"0.958612361721603";"280"
"186";"desert";"0.0499355843607843";"-0.669622113070195";"0.958382539975907";"281"
"187";"promotional";"-0.0796305894887402";"-0.289561403849292";"0.955229321339161";"284"
"188";"cgsociety";"0.173856300678608";"-0.670351118539682";"0.955031642494961";"285"
"189";"design";"0.830143172525699";"-0.378130337625443";"0.954661999127759";"286"
"190";"product";"0.109907274612971";"-0.366201107582262";"0.954057712579636";"287"
"191";"shade";"0.372382642533216";"-0.510203258110302";"0.953615747684067";"288"
"192";"historical";"0.0374525763344107";"-0.354547444965761";"0.953221997140743";"290"
"193";"gothic";"0.060419219975071";"-0.541981192297427";"0.952861996643989";"291"
"194";"cut";"0.427043485478179";"-0.533574282603898";"0.9512098515071";"293"
"195";"night";"0.0266890107249234";"-0.687929572670006";"0.942875197149217";"296"
"196";"starry";"0.0266890107249234";"-0.687929572670006";"0.942875197149217";"297"
"197";"mandelbrot";"0.0154803026359102";"-0.691586624333041";"0.942875197149217";"299"
"198";"friedrich";"0.0154803026359102";"-0.691586624333041";"0.942875197149217";"300"
"199";"caspar";"0.0154803026359102";"-0.691586624333041";"0.942875197149217";"301"
"200";"camaraderie";"0.552847038623721";"-3.96758562761598";"0.940360015107164";"302"
"201";"crackle";"0.495272521561805";"-0.534949664424842";"0.937913940303327";"303"
"202";"astrophotography";"0.495272521561805";"-0.534949664424842";"0.937913940303327";"304"
"203";"surrealism";"0.3008896994365";"-0.500766037477818";"0.937854475935559";"305"
"204";"ocean";"0.217169920532519";"-0.640635689141556";"0.937643939930761";"306"
"205";"fog";"0.0677398865084099";"-0.653833172970399";"0.936231259410017";"308"
"206";"floor";"0.0822419229854213";"-0.648081901898312";"0.936231259410017";"309"
"207";"golden";"0.0924850506301441";"-0.304159819078538";"0.936229652264942";"311"
"208";"postprocessing";"-0.0362387160119372";"-0.732121246131035";"0.935945187586704";"312"
"209";"minimalistic";"0.651954289052248";"-0.549618181121632";"0.933974827725006";"313"
"210";"vexillogy";"0.73496637158111";"-0.55816380385402";"0.931821253324781";"314"
"211";"unique";"0.73496637158111";"-0.55816380385402";"0.931821253324781";"315"
"212";"tricolor";"0.73496637158111";"-0.55816380385402";"0.931821253324781";"316"
"213";"hazard";"0.73496637158111";"-0.55816380385402";"0.931821253324781";"318"
"214";"cubby";"0.488812479216796";"-0.525726516128599";"0.931813217599407";"320"
"215";"electric";"0.68423676559125";"-0.552941478850894";"0.93128768115995";"321"
"216";"origami";"0.467771223062353";"-0.524270152398328";"0.930784644751539";"322"
"217";"crowd";"0.0280690811565189";"-0.31574242421189";"0.930487322912702";"323"
"218";"gate";"-0.0284833741800109";"-0.321218757417377";"0.929860536333532";"324"
"219";"brandenburg";"-0.0284833741800109";"-0.321218757417377";"0.929860536333532";"325"
"220";"federation";"0.339533998058533";"-0.503575297150081";"0.928973392252246";"326"
"221";"moebius";"0.30338856407696";"-0.499610832883588";"0.928973392252246";"328"
"222";"hildebrandt";"0.30338856407696";"-0.499610832883588";"0.928973392252246";"329"
"223";"embroided";"-0.07963058948874";"-0.289561403849292";"0.928659998962661";"331"
"224";"cross";"-0.07963058948874";"-0.289561403849292";"0.928659998962661";"332"
"225";"tree";"0.261344397846515";"-0.530234069610174";"0.928288748450383";"333"
"226";"classic";"0.2223563772273";"-0.529448137141063";"0.927133211141606";"334"
"227";"tor";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"335"
"228";"rifle";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"336"
"229";"maid";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"337"
"230";"knife";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"338"
"231";"jamie";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"339"
"232";"fanbox";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"340"
"233";"council";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"341"
"234";"brandenburger";"0.308386293357878";"-0.497300423695128";"0.926070888247167";"342"
"235";"lake";"0.278399917672366";"-0.511162878825886";"0.925794459294303";"343"
"236";"society";"0.584812883021908";"-0.627153229052021";"0.924971601016008";"344"
"237";"resolution";"0.271225635419494";"-0.550954192237073";"0.921239810152335";"346"
"238";"german";"0.218828499871351";"-0.452676469855027";"0.920097130004157";"347"
"239";"mystical";"0.104037255728415";"-0.632868677112487";"0.919010699933596";"349"
"240";"lee";"0.175891544699788";"-0.641846455861732";"0.919010699933596";"350"
"241";"low";"-0.0409817302373701";"-0.469371436890983";"0.918771235317451";"351"
"242";"advance";"0.303800831569166";"-0.349439183022317";"0.918412841965772";"352"
"243";"cartoon";"0.493426795177516";"-0.532314479197344";"0.918412841965772";"353"
"244";"temple";"0.197928973012903";"-0.570532911667435";"0.918221591701872";"354"
"245";"city";"0.208444638169472";"-0.928373132104752";"0.917700876697638";"358"
"246";"zdzis";"0.0686408285494972";"-0.658468457029319";"0.916402303477205";"359"
"247";"aw";"0.0686408285494972";"-0.658468457029319";"0.916402303477205";"360"
"248";"instal";"-0.667752902113198";"0.757328088712991";"0.915560159458012";"361"
"249";"behance";"0.582777553611529";"-0.542496828844642";"0.915434802142178";"362"
"250";"ultra";"0.21195385875901";"-0.823916317842735";"0.915383373499785";"363"
"251";"tone";"0.488812479216796";"-0.525726516128599";"0.914799979837635";"364"
"252";"crate";"0.488812479216796";"-0.525726516128599";"0.914799979837635";"365"
"253";"corporate";"0.488812479216796";"-0.525726516128599";"0.914799979837635";"366"
"254";"picture";"-0.15580660226265";"0.164326354694192";"0.914015693041135";"367"
"255";"pixel";"0.734966371581111";"-0.55816380385402";"0.912389262225443";"369"
"256";"favicon";"0.734966371581111";"-0.55816380385402";"0.912389262225443";"370"
"257";"panel";"0.71619718551121";"-0.56678748200377";"0.912148190464224";"371"
"258";"insigne";"0.552847038623721";"-3.96758562761598";"0.911478010968035";"374"
"259";"hodas";"0.552847038623721";"-3.96758562761598";"0.911478010968035";"375"
"260";"geof";"0.552847038623721";"-3.96758562761598";"0.911478010968035";"376"
"261";"darrow";"0.552847038623721";"-3.96758562761598";"0.911478010968035";"378"
"262";"alandia";"0.552847038623721";"-3.96758562761598";"0.911478010968035";"379"
"263";"shield";"0.00987703730153637";"-0.344961772593441";"0.910854438679014";"380"
"264";"game";"0.433013590398954";"-0.527392097663251";"0.910827117212743";"381"
"265";"soft";"0.440689292694904";"-0.533849358968087";"0.90710175492937";"383"
"266";"edge";"0.451898000783917";"-0.530192307305051";"0.90710175492937";"384"
"267";"blender";"0.451898000783917";"-0.530192307305051";"0.90710175492937";"385"
"268";"god";"0.205710429132501";"-0.551196728173758";"0.905743717341168";"387"
"269";"david";"0.101661822220739";"-0.627569920291456";"0.905243895222907";"388"
"270";"dome";"0.121080600830215";"-0.621642062478461";"0.905243895222907";"389"
"271";"ancient";"0.272569816725532";"-0.562715007992514";"0.905211752321411";"390"
"272";"footage";"-0.0199588382952225";"-0.326494983012058";"0.903999964935017";"392"
"273";"minimal";"0.472354772812262";"-0.526050071069413";"0.903760500318872";"393"
"274";"border";"0.544159275696287";"-0.602029152134444";"0.903011570714018";"394"
"275";"madwick";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"395"
"276";"longshot";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"396"
"277";"lecouffe";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"397"
"278";"hubert";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"398"
"279";"disc";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"399"
"280";"deharme";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"400"
"281";"bastien";"0.495272521561805";"-0.534949664424843";"0.902447462792765";"401"
"282";"accurate";"-0.319155090217836";"0.356939639104448";"0.902278712559912";"402"
"283";"fully";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"403"
"284";"equiped";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"404"
"285";"value";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"405"
"286";"southern";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"406"
"287";"private";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"407"
"288";"photoshop";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"408"
"289";"manna";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"409"
"290";"eagle";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"410"
"291";"badge";"-0.0796305894887402";"-0.289561403849292";"0.902122819487657";"411"
"292";"illustrate";"0.417693592063954";"-0.524296812933889";"0.901245318276819";"414"
"293";"unreal";"0.2163094207057";"-0.406428494523465";"0.901119960960985";"415"
"294";"louis";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"416"
"295";"dirty";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"417"
"296";"zaha";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"418"
"297";"ureal";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"419"
"298";"tilt";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"420"
"299";"shift";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"421"
"300";"hadid";"0.2223563772273";"-0.529448137141063";"0.900902996375888";"422"
"301";"meet";"0.446599588189893";"-0.562226826373574";"0.899506387305892";"423"
"302";"warcraft";"0.584812883021909";"-0.627153229052021";"0.899109422472417";"424"
"303";"sweden";"0.584812883021909";"-0.627153229052021";"0.899109422472417";"425"
"304";"vibrant";"0.318945986805221";"-0.513924417984";"0.899021029493304";"426"
"305";"pictorial";"0.488812479216796";"-0.525726516128599";"0.897809242106909";"427"
"306";"artist";"0.554171586486954";"-0.615554194029407";"0.897635670438831";"428"
"307";"selfie";"-0.667752902113198";"0.757328088712991";"0.895623524805188";"434"
"308";"ukraine";"0.478717343449836";"-2.97805592008584";"0.894773345060622";"435"
"309";"circle";"0.268239961822365";"-0.520732506763173";"0.894386023097597";"436"
"310";"head";"0.0377376731355629";"-0.551161734425519";"0.893989058264123";"437"
"311";"solidity";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"438"
"312";"rhads";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"439"
"313";"lovecraft";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"440"
"314";"kojima";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"441"
"315";"important";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"442"
"316";"fake";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"443"
"317";"eternity";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"444"
"318";"delville";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"445"
"319";"buckingham";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"446"
"320";"ayami";"0.308386293357879";"-0.497300423695129";"0.893571200544676";"447"
"321";"weather";"0.71351587321551";"-0.568019436025162";"0.893122807068809";"448"
"322";"google";"0.71351587321551";"-0.568019436025162";"0.893122807068809";"449"
"323";"widely";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"450"
"324";"unusual";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"451"
"325";"thunder";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"452"
"326";"select";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"453"
"327";"odd";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"454"
"328";"mismatch";"0.734966371581111";"-0.55816380385402";"0.892982985447301";"455"
"329";"island";"0.275315292046831";"-0.637518647900117";"0.890080481442223";"457"
"330";"engine";"0.210156885351163";"-0.41836444498989";"0.889725302380693";"458"
"331";"letter";"0.344307791605865";"-0.525810695857739";"0.889114587252271";"459"
"332";"angle";"0.121784145802695";"-0.409362846816805";"0.889027801418233";"460"
"333";"giger";"0.278399917672366";"-0.511162878825886";"0.88677779831352";"461"
"334";"leader";"0.584812883021908";"-0.627153229052021";"0.886204047521819";"462"
"335";"bokeh";"0.49795761443345";"-3.27630107785796";"0.885942082874627";"463"
"336";"smoke";"0.272172857622914";"-0.513194574194239";"0.885479225093087";"464"
"337";"wall";"0.242652585309535";"-0.522243426889476";"0.885320117730682";"465"
"338";"marble";"0.246936353264608";"-0.52026307615651";"0.885320117730682";"466"
"339";"round";"0.55076699798307";"-0.614265412360228";"0.884895831430936";"467"
"340";"tarsila";"0.552847038623721";"-3.96758562761598";"0.882632971165626";"468"
"341";"sao";"0.552847038623721";"-3.96758562761598";"0.882632971165626";"469"
"342";"romance";"0.552847038623721";"-3.96758562761598";"0.882632971165626";"470"
"343";"paulo";"0.552847038623721";"-3.96758562761598";"0.882632971165626";"471"
"344";"amaral";"0.552847038623721";"-3.96758562761598";"0.882632971165626";"472"
"345";"titanium";"0.488812479216796";"-0.525726516128599";"0.880839397262155";"475"
"346";"portray";"0.488812479216796";"-0.525726516128599";"0.880839397262155";"476"
"347";"karl";"0.488812479216796";"-0.525726516128599";"0.880839397262155";"477"
